iter	t-statistic	pvalue
259	2.784255105346735	0.005565
260	4.5492051154932645	7e-06
261	4.746382372274567	3e-06
262	2.3650392699303016	0.018403
263	4.447272119351648	1.1e-05
264	2.735828515197864	0.00644
265	3.9668789721457203	8.3e-05
266	2.95097923522417	0.003314
267	3.3773853687686506	0.000788
268	4.236079834478337	2.7e-05
269	4.2279559537413824	2.8e-05
270	3.1998651453412656	0.001461
271	1.5431891390333148	0.123408
272	4.404807757990765	1.3e-05
273	4.812855696041691	2e-06
274	3.3799950997560213	0.000781
275	3.8042653229194667	0.00016
276	4.475699360618648	9e-06
277	3.8056750297556867	0.000159
278	4.234610080074143	2.7e-05
279	1.2295833562227962	0.219422
280	3.7232168835346644	0.000219
281	4.273923210108658	2.3e-05
282	4.994899954178965	1e-06
283	2.8642223821741313	0.004353
284	3.0831330140196638	0.00216
285	3.217648304417219	0.001375
286	4.248530472511728	2.6e-05
287	1.2930530253070123	0.19658
288	3.145336011979675	0.001756
289	3.915848683009312	0.000102
290	3.7389147764007995	0.000206
291	4.492834692114879	9e-06
292	1.9080209218614397	0.056952
293	4.21872755883414	2.9e-05
294	1.9218119177603603	0.055188
295	4.149849642356564	3.9e-05
296	3.4179729003506454	0.000682
297	3.211072637492738	0.001406
298	3.9638574681683596	8.4e-05
299	3.9942788453176243	7.4e-05
300	2.840729310824566	0.004682
301	5.086772917746162	1e-06
302	3.7611248429682607	0.000189
303	3.9522632874674106	8.8e-05
304	4.255623557416889	2.5e-05
305	1.6126877331865523	0.107433
306	0.9282337734683133	0.353727
307	3.298807006957736	0.001039
308	1.8279079587863656	0.06815
309	1.8081742865737132	0.071171
310	3.4417149811065504	0.000626
311	3.6249347498712083	0.000318
312	4.107075859553056	4.7e-05
313	3.8364998871542326	0.000141
314	1.116607264090579	0.26469
315	4.944244988484769	1e-06
316	3.6187152284702138	0.000326
317	3.2684981877479697	0.001154
318	5.216661540450397	0.0
319	3.5996566999733814	0.00035
320	3.6559210425243003	0.000283
321	3.0833564267953486	0.002158
322	4.414552557573003	1.2e-05
323	4.550116011372845	7e-06
324	3.397783064926789	0.000733
325	3.8207213755903804	0.00015
326	3.463936389249796	0.000577
327	4.016438521026724	6.8e-05
328	4.17398371566624	3.5e-05
329	4.141205308025317	4e-05
330	3.3616950228411393	0.000833
331	4.156086925100282	3.8e-05
332	1.3995287074179301	0.162265
333	3.7425923002169523	0.000203
334	3.301069261098748	0.001031
335	3.1045328962644145	0.002012
336	3.8323124280624548	0.000143
337	3.36074021778907	0.000836
338	1.5626144495196475	0.118766
339	4.797775799521702	2e-06
340	2.7059804534323657	0.007039
341	1.109021893267005	0.267945
342	2.8054996660820257	0.005217
343	3.9514379881768407	8.9e-05
344	5.3135790300108505	0.0
345	4.256869520124194	2.5e-05
346	3.391489681088238	0.000749
347	3.5753233336211014	0.000383
348	4.398663447455094	1.3e-05
349	2.025656481030874	0.043322
350	4.620395077026635	5e-06
351	4.244539357400669	2.6e-05
352	3.244843896782988	0.001253
353	3.4069923333303946	0.000709
354	4.044283760609564	6.1e-05
355	5.537450767540681	0.0
356	3.4205945980294596	0.000675
357	4.352694344233643	1.6e-05
358	3.664425293817614	0.000274
359	3.079904274345699	0.002183
360	1.8571311320537944	0.063871
361	4.593563716621448	6e-06
362	4.300073999937138	2e-05
363	2.1756067845302725	0.030045
364	3.204436904840899	0.001438
365	1.5503923650641067	0.12167
366	3.193797333845024	0.001491
367	2.027009001959968	0.043183
368	2.0991078110607755	0.0363
369	4.094748358694409	4.9e-05
370	2.609089468188031	0.009346
371	2.0821019116461126	0.037833
372	3.083068482497184	0.00216
373	3.2435307745136503	0.001258
374	2.880311257218556	0.004141
375	4.588886846918562	6e-06
376	3.4254963027136327	0.000663
377	4.284562291664598	2.2e-05
378	4.169447522346565	3.6e-05
379	3.891867931323111	0.000113
380	0.7778353273394554	0.437028
381	2.9995454861011073	0.002836
382	4.121997800676725	4.4e-05
383	4.6302841404332185	5e-06
384	1.142792654412897	0.253663
385	3.856124631275204	0.00013
386	2.972580820136119	0.003093
387	2.162096607064787	0.031077
388	4.367077396036942	1.5e-05
389	2.1794009317220437	0.029761
390	1.791619773803889	0.073789
391	3.005975595457203	0.002778
392	4.42424677015163	1.2e-05
393	4.643638107398273	4e-06
394	4.045888532226143	6e-05
395	4.3906042937818865	1.4e-05
396	4.3379597890941	1.7e-05
397	4.101312301048283	4.8e-05
398	4.149389766350021	3.9e-05
399	3.12171960861258	0.0019
400	2.5678178825526126	0.010519
401	3.711656447151881	0.000229
402	1.8815311682811695	0.060471
403	4.867758472538268	2e-06
404	2.2735699228394837	0.023408
405	1.899628264965891	0.058048
406	4.165053460559751	3.7e-05
407	2.272226660366411	0.02349
408	3.4127100341658783	0.000695
409	4.061597042367683	5.6e-05
410	3.24882727641859	0.001236
411	3.8643986367837586	0.000126
412	2.9572341114826997	0.003249
413	4.173895175070727	3.5e-05
414	4.7634132958507855	2e-06
415	4.39027030512638	1.4e-05
416	4.091138736987334	5e-05
417	3.8277804147668575	0.000145
418	1.329969916465356	0.184125
419	2.541188416404434	0.011344
420	1.5217209546695378	0.128701
421	2.94213682404792	0.003408
422	1.944124053865	0.052432
423	4.474995735223371	9e-06
424	3.331685448653555	0.000926
425	3.8680197064388504	0.000124
426	1.927723081842096	0.054447
427	1.5370996363884593	0.124892
428	4.382217892271299	1.4e-05
429	1.7550239424138898	0.079858
430	3.4765963213791946	0.000551
431	5.316203270100402	0.0
432	4.577428351833262	6e-06
433	2.290638656475402	0.022393
434	3.7587811304140866	0.000191
435	1.7064064647710886	0.088544
436	4.437613116482281	1.1e-05
437	3.7558642326963514	0.000193
438	4.160489716002283	3.7e-05
439	2.3581988551077324	0.018742
440	2.8604992544927463	0.004404
441	3.8331945230263753	0.000142
442	4.430196456416732	1.2e-05
443	1.952585737384831	0.051418
444	5.458795589075997	0.0
445	3.278487836299143	0.001115
446	4.355144573518678	1.6e-05
447	1.6418792401925435	0.101234
448	3.735939637839325	0.000208
449	2.9575076648734306	0.003246
450	5.411019677353455	0.0
451	2.72691613369747	0.006614
452	3.7028562731400347	0.000237
453	2.9901222638722462	0.002924
454	3.8562789702463722	0.00013
455	5.304181338188317	0.0
456	4.093358873568168	4.9e-05
457	1.592581983873099	0.111876
458	2.6749987109158915	0.007714
459	3.430190996699996	0.000652
460	4.299701909017809	2.1e-05
461	2.833868608436126	0.004782
462	3.2941884413388767	0.001056
463	2.511480512264213	0.012332
464	3.461060129652384	0.000583
465	4.338579471947761	1.7e-05
466	3.316464006141895	0.000977
467	3.813240888880144	0.000154
468	2.223450332864362	0.026625
469	2.70481269721082	0.007064
470	3.8613838503360434	0.000127
471	4.1255094845027545	4.3e-05
472	4.302500621366326	2e-05
473	3.5194981623175194	0.000471
474	2.8832442962531326	0.004103
475	4.849508721695965	2e-06
476	4.487199933118505	9e-06
477	3.1432045477198804	0.001769
478	4.301844994408264	2e-05
479	6.071263284149773	0.0
480	3.7704237486099292	0.000182
481	1.7149448173633188	0.086965
482	4.130223522378687	4.2e-05
483	3.325673976428898	0.000946
484	2.9143145747477326	0.003722
485	4.886592382200406	1e-06
486	1.4504496337001729	0.14755
487	3.8871862164569944	0.000115
488	4.411622291401821	1.3e-05
489	3.470583631799802	0.000564
490	1.7728621524605508	0.076851
491	4.108735839625195	4.6e-05
492	4.049440716819186	5.9e-05
493	1.9857520858251654	0.047598
494	2.1257911760217656	0.034002
495	2.433044633078595	0.015316
496	5.203975557663435	0.0
497	1.3746587433829205	0.169843
498	5.287680438942201	0.0
499	3.5349065219892726	0.000445
500	2.946447203008253	0.003362
501	4.47285730620534	1e-05
502	2.0806164814076773	0.03797
503	3.9804714795785583	7.9e-05
504	3.282439802214191	0.0011
505	4.306848409635515	2e-05
506	3.9554452126801047	8.7e-05
507	4.100556966891262	4.8e-05
508	4.296770244293104	2.1e-05
509	2.862266729395664	0.00438
510	1.9942247734915763	0.046662
511	2.865414815618942	0.004337
512	4.7794048536703055	2e-06
513	4.213914987229601	3e-05
514	4.682206168849185	4e-06
515	3.550062282323585	0.000421
516	1.734053051456457	0.083515
517	2.8520276808204743	0.004521
518	1.531465933356324	0.126277
519	2.037407663205774	0.042127
520	3.8685538815230123	0.000124
521	2.209841111648918	0.027561
522	2.988330111875202	0.002941
523	3.4746652332511054	0.000555
524	4.389985355912416	1.4e-05
525	3.6291929403585583	0.000313
526	3.3177984950315063	0.000972
527	4.218397316115696	2.9e-05
528	5.023578799887926	1e-06
529	3.798721264009629	0.000163
530	2.932534126865999	0.003514
531	0.8713132758995833	0.383995
532	3.561059431197363	0.000404
533	1.172106012028689	0.241704
534	1.9281321434887353	0.054396
535	2.180349558372516	0.02969
536	3.236072394517042	0.001291
537	4.358493971669255	1.6e-05
538	1.7957968001498572	0.073121
539	1.2368464219894415	0.216716
540	3.741055042020403	0.000204
541	4.793840289324869	2e-06
542	4.830896764625122	2e-06
543	4.388518529231991	1.4e-05
544	4.710793808857051	3e-06
545	3.8965916737577753	0.000111
546	3.7775714038765353	0.000177
547	3.921449686583708	0.0001
548	3.3070651644526015	0.00101
549	3.022066192091021	0.002637
550	3.075807656471183	0.002212
551	1.9037253210972633	0.057511
552	2.740505558105115	0.00635
553	2.783188643114878	0.005583
554	3.730237063060154	0.000213
555	3.801988041291043	0.000161
556	3.3811651259820232	0.000777
557	1.928155377260471	0.054393
558	4.242678192650893	2.6e-05
559	2.3505805023660185	0.019126
560	5.056830864127074	1e-06
561	3.958790734790073	8.6e-05
562	3.4173293275060708	0.000683
563	3.9517442665567875	8.9e-05
564	4.227353200250098	2.8e-05
565	4.912397762641094	1e-06
566	4.29403718490025	2.1e-05
567	4.599630072765902	5e-06
568	4.373796369405307	1.5e-05
569	2.218428270412287	0.026967
570	2.905782912314556	0.003823
571	3.0247535360996958	0.002614
572	4.953809921836955	1e-06
573	3.491626650485217	0.000522
574	3.588802476311634	0.000364
575	4.183238393235492	3.4e-05
576	3.5598879117350255	0.000406
577	2.9707285225422657	0.003112
578	4.523263573485276	8e-06
579	1.5480226551215415	0.12224
580	4.111188824662855	4.6e-05
581	4.49764477956097	9e-06
582	3.7331599119567374	0.00021
583	2.4051964266936987	0.01652
584	3.088362480515656	0.002123
585	3.9359408404213814	9.4e-05
586	2.1020035178128	0.036045
587	3.9652196295260325	8.4e-05
588	4.194657244592582	3.2e-05
589	2.6509685620770327	0.008277
590	4.219916829992376	2.9e-05
591	2.5066153587853237	0.012501
592	3.341446038384298	0.000895
593	3.392496597362678	0.000747
594	3.423327309411042	0.000669
595	4.478968210924451	9e-06
596	1.6750256440216134	0.094545
597	3.95276897921132	8.8e-05
598	3.9225912864644705	0.0001
599	3.9462758144278802	9.1e-05
600	3.7590318468702093	0.00019
601	4.11919298222885	4.4e-05
602	3.3818909153047274	0.000775
603	4.464227302506463	1e-05
604	3.157767478230316	0.001684
605	3.4248727453643215	0.000665
606	3.840067527169756	0.000139
607	3.832521310836333	0.000143
608	3.5015523551759595	0.000503
609	2.456967585808237	0.014345
610	3.3599159126391283	0.000838
611	2.745920803866889	0.006248
612	3.953505901151977	8.8e-05
613	3.806386646732639	0.000158
614	2.244562005657262	0.025226
615	4.353128019357184	1.6e-05
616	2.2683906719455718	0.023724
617	4.512671227407389	8e-06
618	2.3639486788019664	0.018457
619	1.999907950426844	0.046042
620	3.7265430902066736	0.000216
621	1.5124249607241402	0.131048
622	3.297491637316319	0.001044
623	3.748432034578301	0.000198
624	3.973753461113673	8.1e-05
625	3.2684305023340263	0.001155
626	4.191301052240317	3.3e-05
627	4.0840719642204215	5.1e-05
628	3.4463707936491583	0.000615
629	2.5138217653544817	0.012251
630	2.585140967127436	0.010011
631	4.602487659307843	5e-06
632	1.219368132832746	0.22327
633	3.2104961898746103	0.001409
634	4.308417307402357	2e-05
635	3.5296258234985203	0.000454
636	4.217731251476512	2.9e-05
637	1.4500171649699765	0.147671
638	1.399393095929899	0.162305
639	4.095299095979547	4.9e-05
640	1.4630448902663835	0.144074
641	2.7390099983645757	0.006379
642	1.7155269134939402	0.086858
643	2.630554993068131	0.008783
644	3.2754330065224115	0.001127
645	2.3892194188306735	0.017248
646	3.799474540408565	0.000163
647	2.2773666850502017	0.023179
648	4.081589329173757	5.2e-05
649	2.7141700841910468	0.00687
650	3.6875847178573284	0.000251
651	4.177792557218504	3.5e-05
652	4.504589089647727	8e-06
653	4.351813684130132	1.6e-05
654	3.814291957733483	0.000153
655	2.9381137536592714	0.003452
656	0.5530460867088716	0.580475
657	1.0399787992249163	0.298844
658	3.576021526569034	0.000382
659	3.774059673138102	0.00018
660	4.313527568205248	1.9e-05
661	4.132001944938543	4.2e-05
662	2.9550413949438714	0.003271
663	4.729398129358118	3e-06
664	4.038720499913922	6.2e-05
665	4.249432337989235	2.6e-05
666	2.5073846644600843	0.012474
667	3.6584345803778833	0.00028
668	4.075197840567459	5.3e-05
669	4.698014879555255	3e-06
670	2.043854304599157	0.041483
671	4.226987631812738	2.8e-05
672	3.8534338967781365	0.000131
673	3.4949480635765	0.000516
674	4.57532696333504	6e-06
675	2.2151794434120196	0.027191
676	4.807564240637702	2e-06
677	4.119410972562933	4.4e-05
678	4.388672597438072	1.4e-05
679	3.3002637342119447	0.001034
680	1.8499079263210363	0.064907
681	2.370555227121452	0.018134
682	3.239712297643798	0.001275
683	2.7335302958403545	0.006485
684	1.7631778434963843	0.078472
685	2.3553334079062798	0.018885
686	3.794201665305457	0.000166
687	3.035369778027994	0.002526
688	0.9982660722500822	0.318626
689	4.056417651993967	5.8e-05
690	3.0490567420961745	0.002415
691	4.548574374194935	7e-06
692	4.968894212699118	1e-06
693	3.574142743690848	0.000385
694	4.665981698387514	4e-06
695	3.1226082043975847	0.001895
696	3.526403827273902	0.000459
697	4.257509499887605	2.5e-05
698	3.688032826585658	0.00025
699	4.241975827400024	2.6e-05
700	4.245638265169047	2.6e-05
701	3.5762996698291487	0.000382
702	0.7224671659521911	0.47034
703	1.9265256207384494	0.054596
704	5.477134367886887	0.0
705	4.4504725508016625	1.1e-05
706	2.943534563738917	0.003393
707	3.971999714586417	8.2e-05
708	2.089558791458839	0.037154
709	3.397929449022131	0.000732
710	3.54911411428245	0.000422
711	3.532947228217848	0.000448
712	4.90691334963281	1e-06
713	3.441661037982264	0.000626
714	3.8443678607365794	0.000136
715	1.9717087495288759	0.049185
716	3.7135300789633297	0.000227
717	0.8367790210113473	0.40311
718	3.997147100729896	7.4e-05
719	4.529496715302471	7e-06
720	0.7672702546794683	0.443277
721	3.6103687997820675	0.000336
722	1.95669911507044	0.05093
723	4.226383193664069	2.8e-05
724	3.670044943253577	0.000268
725	3.1389351253852986	0.001794
726	3.7443048674829833	0.000202
727	2.1129337171501605	0.035094
728	3.8160085102020918	0.000152
729	3.4309311179084623	0.000651
730	3.1925611195727392	0.001498
731	2.2197809370983586	0.026874
732	4.537012759667913	7e-06
733	4.581228498700722	6e-06
734	2.8642509878234734	0.004353
735	3.813913656690413	0.000154
736	1.9757181806805126	0.048727
737	2.814931406860834	0.005068
738	3.888536866010792	0.000114
739	4.3326430465029535	1.8e-05
740	3.4969258651993953	0.000512
741	2.9816445075956772	0.003005
742	2.7409558563657312	0.006342
743	4.289445610038879	2.1e-05
744	2.3556860907141335	0.018868
745	2.282750817966515	0.022857
746	3.1751311866435996	0.001589
747	4.082596797211021	5.2e-05
748	2.9423264232206487	0.003406
749	3.126613968664009	0.00187
750	4.506200168787234	8e-06
751	2.899126125720705	0.003904
752	3.863923558245226	0.000126
753	4.881740259176029	1e-06
754	3.2129020193844244	0.001397
755	4.4612913329370025	1e-05
756	3.687312635164283	0.000251
757	2.211027747989196	0.027479
758	4.3841422958943985	1.4e-05
759	3.2345524525443943	0.001298
760	2.603999935363056	0.009484
761	1.8166268265575976	0.069863
762	3.49559109239213	0.000514
763	3.5659397993261592	0.000397
764	2.4193358246794308	0.015899
765	2.7661685153019677	0.005879
766	4.160537693011046	3.7e-05
767	3.9180890789019647	0.000101
768	4.654886534291306	4e-06
769	1.672743777303205	0.094993
770	4.780035883978997	2e-06
771	1.9830226990372133	0.047903
772	1.6365160654133966	0.102351
773	1.5852312208534707	0.113536
774	1.8700979386018712	0.062045
775	3.429274886044193	0.000654
776	4.1646517482637835	3.7e-05
777	4.002168018289129	7.2e-05
778	4.248906554223599	2.6e-05
779	1.8636650148353384	0.062945
780	1.6876380633004757	0.092095
781	2.2152287064667795	0.027187
782	3.993638875069053	7.5e-05
783	3.921854135880256	0.0001
784	2.7425481671638505	0.006312
785	1.8536884149387491	0.064363
786	3.316924886688481	0.000975
787	3.3871565109844286	0.000761
788	2.9068456515623895	0.00381
789	2.3478314121027983	0.019266
790	2.053619380580493	0.040524
791	3.4989678250227185	0.000508
792	4.007149607417535	7.1e-05
793	3.261875809393245	0.001181
794	4.477772278441441	9e-06
795	2.2232025505734234	0.026641
796	3.04513037731394	0.002447
797	3.733325025163439	0.00021
798	2.59335863258886	0.009778
799	4.008821250510382	7e-05
800	3.221849932431705	0.001355
801	1.7916770284773882	0.07378
802	3.2675818309240703	0.001158
803	1.8430419441629493	0.065905
804	5.040845072580023	1e-06
805	3.6379581336344278	0.000303
806	1.3957380839229436	0.163403
807	4.166354800941044	3.6e-05
808	2.388403841674183	0.017286
809	2.5554916873011932	0.010894
810	4.272912840121083	2.3e-05
811	2.9127841407109707	0.00374
812	3.986861244063065	7.7e-05
813	2.3764029491320726	0.017852
814	3.767080349557563	0.000185
815	2.9022615896239765	0.003866
816	3.1482211878998156	0.001739
817	3.2800580976536873	0.001109
818	2.4981856585551734	0.012798
819	3.5683455507692714	0.000393
820	3.451235083300743	0.000605
821	2.0242453232122966	0.043468
822	4.234440048109466	2.7e-05
823	3.995255855567671	7.4e-05
824	3.752421648605334	0.000195
825	3.92247919600215	0.0001
826	1.919267301133052	0.05551
827	1.7251331872743287	0.085112
828	2.932956839968622	0.003509
829	3.025932755871566	0.002604
830	4.24434971290828	2.6e-05
831	1.4948683477523843	0.13557
832	2.981844394774677	0.003003
833	4.246028409208776	2.6e-05
834	1.818106957159751	0.069637
835	2.8891362879547264	0.004028
836	3.5899970410772872	0.000363
837	3.9874834770578675	7.7e-05
838	1.933762667124518	0.053697
839	4.19879257013198	3.2e-05
840	3.7902627124495702	0.000169
841	4.0858685379171185	5.1e-05
842	2.0491312638178885	0.040962
843	3.723538496318395	0.000218
844	1.7260800677099137	0.084941
845	4.031268222666331	6.4e-05
846	3.6754010359533953	0.000263
847	4.086161371477465	5.1e-05
848	2.03177328713661	0.042697
849	3.7324322533091903	0.000211
850	4.13415039257511	4.2e-05
851	4.270518820430274	2.3e-05
852	3.6867653565139333	0.000252
853	3.7574984025114264	0.000192
854	3.557449262513269	0.00041
855	2.77865942565525	0.00566
856	4.209205913931347	3e-05
857	3.222308902200643	0.001353
858	3.2195690029157884	0.001366
859	1.8849009831318888	0.060014
860	3.420906462150851	0.000674
861	3.567705548425712	0.000394
862	1.5165445445412682	0.130004
863	4.50166742238197	8e-06
864	3.0468520470827967	0.002433
865	3.001074911832731	0.002823
866	4.244509608132418	2.6e-05
867	3.6593722685259404	0.000279
868	2.7962265479330286	0.005366
869	1.2346920180575556	0.217516
870	1.609643769846326	0.108097
871	3.1423754624967803	0.001774
872	1.4973133230266595	0.134933
873	3.6062736510991207	0.000341
874	4.276115900727919	2.3e-05
875	3.3427319963193147	0.000891
876	2.681107375680416	0.007577
877	4.069538166215832	5.5e-05
878	2.156105673297409	0.031544
879	2.5971153862496106	0.009674
880	4.013298132477333	6.9e-05
881	2.67574639544908	0.007697
882	4.722595359051501	3e-06
883	3.381602141302357	0.000776
