iter,t-statistic,pvalue,pcutoff
4696,3.410413446,0.0007,no
4697,2.291624167,0.022336,no
4698,3.588027436,0.000365,no
4699,3.643315845,0.000297,no
4700,3.140311766,0.001786,no
4701,1.37661068,0.169239,yes
4702,4.474074007,9.00E-06,no
4703,3.148161091,0.00174,no
4704,4.26216799,2.40E-05,no
4705,2.894225702,0.003964,no
4706,3.84676605,0.000135,no
4707,4.170682407,3.60E-05,no
4708,4.340960047,1.70E-05,no
4709,4.091417565,5.00E-05,no
4710,3.363774867,0.000827,no
4711,3.169506695,0.001619,no
4712,3.969635746,8.20E-05,no
4713,3.759504364,0.00019,no
4714,3.720483935,0.000221,no
4715,2.798339138,0.005332,no
4716,3.754751153,0.000194,no
4717,5.091750905,1.00E-06,no
4718,4.439286053,1.10E-05,no
4719,3.469101965,0.000567,no
4720,3.578216112,0.000379,no
4721,3.169776287,0.001618,no
4722,3.531614927,0.000451,no
4723,2.75810081,0.006023,no
4724,3.64103399,0.000299,no
4725,1.367097204,0.172199,yes
4726,4.006477216,7.10E-05,no
4727,4.626951047,5.00E-06,no
4728,3.851993077,0.000132,no
4729,3.419334236,0.000678,no
4730,4.474230948,9.00E-06,no
4731,2.055287464,0.040362,no
4732,3.167669387,0.001629,no
4733,2.720980998,0.006732,no
4734,3.725486034,0.000217,no
4735,2.880062744,0.004144,no
4736,3.189415764,0.001514,no
4737,1.009058755,0.313427,yes
4738,4.157144075,3.80E-05,no
4739,5.50567632,0,no
4740,4.614933281,5.00E-06,no
4741,3.527560264,0.000457,no
4742,4.438712287,1.10E-05,no
4743,2.78562203,0.005542,no
4744,2.867254756,0.004312,no
4745,1.873337939,0.061596,yes
4746,2.364329018,0.018438,no
4747,4.060819063,5.70E-05,no
4748,2.754047374,0.006097,no
4749,3.77712063,0.000177,no
4750,2.098655187,0.03634,no
4751,2.255796076,0.024508,no
4752,2.042877555,0.04158,no
4753,4.437864633,1.10E-05,no
4754,3.762389596,0.000188,no
4755,4.308246074,2.00E-05,no
4756,4.892657381,1.00E-06,no
4757,3.972902676,8.10E-05,no
4758,4.267753321,2.40E-05,no
4759,5.342133506,0,no
4760,4.207012119,3.10E-05,no
4761,0.886965619,0.375517,yes
4762,3.996632956,7.40E-05,no
4763,3.024622562,0.002615,no
4764,4.411301675,1.30E-05,no
4765,4.360204945,1.60E-05,no
4766,3.320962044,0.000962,no
4767,2.709788251,0.00696,no
4768,0.873373517,0.382872,yes
4769,2.967871538,0.00314,no
4770,1.681840435,0.093214,yes
4771,4.13083103,4.20E-05,no
4772,4.458873798,1.00E-05,no
4773,1.602117068,0.109751,yes
4774,4.322074491,1.90E-05,no
4775,2.305931729,0.021516,no
4776,2.531181555,0.011668,no
4777,3.133583996,0.001827,no
4778,4.832339155,2.00E-06,no
4779,4.134388518,4.20E-05,no
4780,3.986365166,7.70E-05,no
4781,3.43660232,0.000637,no
4782,4.959973303,1.00E-06,no
4783,4.709851334,3.00E-06,no
4784,2.586604886,0.00997,no
4785,2.83703497,0.004735,no
4786,1.426567027,0.154319,yes
4787,2.682572285,0.007544,no
4788,2.736088561,0.006435,no
4789,3.617242338,0.000328,no
4790,4.213814567,3.00E-05,no
4791,2.441849789,0.014952,no
4792,4.949339148,1.00E-06,no
4793,1.696267087,0.090448,yes
4794,4.186450193,3.30E-05,no
4795,4.194108741,3.20E-05,no
4796,3.490985185,0.000523,no
4797,4.309786021,2.00E-05,no
4798,4.378167252,1.50E-05,no
4799,2.491183183,0.01305,no
4800,4.174981977,3.50E-05,no
4801,2.993916618,0.002888,no
4802,4.389808343,1.40E-05,no
4803,3.363615214,0.000827,no
4804,4.263738326,2.40E-05,no
4805,1.750288865,0.080672,yes
4806,4.713429659,3.00E-06,no
4807,4.781597623,2.00E-06,no
4808,3.29636749,0.001048,no
4809,2.880130012,0.004143,no
4810,3.420560901,0.000675,no
4811,1.606553244,0.108774,yes
4812,4.437460114,1.10E-05,no
4813,3.197837229,0.001471,no
4814,4.414423518,1.20E-05,no
4815,4.43613915,1.10E-05,no
4816,4.593984004,5.00E-06,no
4817,3.406910291,0.000709,no
4818,3.109387985,0.00198,no
4819,4.127316284,4.30E-05,no
4820,2.820109319,0.004988,no
4821,5.069604258,1.00E-06,no
4822,4.556949935,7.00E-06,no
4823,5.382665413,0,no
4824,1.465265212,0.143467,yes
4825,2.433372535,0.015303,no
4826,2.482387119,0.013373,no
4827,4.571450984,6.00E-06,no
4828,3.843506479,0.000137,no
4829,1.839639762,0.066404,yes
4830,3.209815908,0.001412,no
4831,3.91494475,0.000103,no
4832,4.399990837,1.30E-05,no
4833,4.997655913,1.00E-06,no
4834,2.688934446,0.007404,no
4835,2.514258829,0.012236,no
4836,2.996933143,0.00286,no
4837,2.112446173,0.035136,no
4838,2.295616645,0.022104,no
4839,3.858120429,0.000129,no
4840,3.571814697,0.000388,no
4841,4.045346157,6.00E-05,no
4842,4.894621357,1.00E-06,no
4843,3.624162526,0.000319,no
4844,5.236265783,0,no
4845,4.053393546,5.80E-05,no
4846,2.200585819,0.028215,no
4847,4.845996821,2.00E-06,no
4848,3.602933318,0.000346,no
4849,3.134133433,0.001823,no
4850,4.220316839,2.90E-05,no
4851,1.830678683,0.067734,yes
4852,3.003997828,0.002796,no
4853,3.651925043,0.000287,no
4854,5.143023562,0,no
4855,4.113416262,4.50E-05,no
4856,3.768406919,0.000184,no
4857,3.993865028,7.50E-05,no
4858,5.357460154,0,no
4859,3.956342973,8.70E-05,no
4860,4.317550062,1.90E-05,no
4861,3.310516866,0.000997,no
4862,4.297509604,2.10E-05,no
4863,2.929753957,0.003545,no
4864,0.743202084,0.457703,yes
4865,2.945219324,0.003375,no
4866,2.375511896,0.017895,no
4867,3.602883407,0.000346,no
4868,4.084305457,5.10E-05,no
4869,2.446802404,0.014751,no
4870,4.259079977,2.40E-05,no
4871,2.485208944,0.013268,no
4872,3.510914622,0.000486,no
4873,3.115826916,0.001938,no
4874,3.148169696,0.00174,no
4875,3.472450672,0.00056,no
4876,4.014124752,6.90E-05,no
4877,4.186665622,3.30E-05,no
4878,4.410458019,1.30E-05,no
4879,3.731886705,0.000212,no
4880,3.514360729,0.00048,no
4881,1.621165772,0.105603,yes
4882,5.492962249,0,no
4883,2.992370434,0.002903,no
4884,2.921580777,0.003638,no
4885,2.055540405,0.040337,no
4886,0.891788672,0.372928,yes
4887,4.762088938,3.00E-06,no
4888,4.578145592,6.00E-06,no
4889,2.15123131,0.031929,no
4890,2.189713649,0.028999,no
4891,4.16222646,3.70E-05,no
4892,1.616106659,0.106692,yes
4893,3.177032993,0.001578,no
4894,5.221464276,0,no
4895,3.903597103,0.000108,no
4896,2.511192619,0.012342,no
4897,4.140584495,4.10E-05,no
4898,2.281543609,0.022929,no
4899,4.897907104,1.00E-06,no
4900,4.168157958,3.60E-05,no
4901,3.84751994,0.000135,no
4902,2.920716888,0.003648,no
4903,1.654024957,0.09874,yes
4904,3.679601074,0.000259,no
4905,3.882565891,0.000117,no
4906,4.479037012,9.00E-06,no
4907,3.128934761,0.001855,no
4908,1.007008678,0.31441,yes
4909,4.296944838,2.10E-05,no
4910,2.407725301,0.016408,no
4911,5.442026948,0,no
4912,1.147929692,0.251538,yes
4913,4.883555122,1.00E-06,no
4914,2.187994186,0.029125,no
4915,5.599773964,0,no
4916,2.233523292,0.025949,no
4917,2.345193973,0.019401,no
4918,3.669155892,0.000269,no
4919,3.845557159,0.000136,no
4920,3.36324743,0.000828,no
4921,4.295276656,2.10E-05,no
4922,2.017330959,0.044186,no
4923,3.83907381,0.000139,no
4924,2.975914279,0.00306,no
4925,4.685694521,4.00E-06,no
4926,2.133073171,0.033397,no
4927,3.951423034,8.90E-05,no
4928,4.482996107,9.00E-06,no
4929,2.564625869,0.010615,no
4930,5.857188409,0,no
4931,4.054419712,5.80E-05,no
4932,3.658781264,0.00028,no
4933,1.883405578,0.060216,yes
4934,4.36236653,1.60E-05,no
4935,2.956880795,0.003252,no
4936,3.273417341,0.001135,no
4937,2.696695888,0.007236,no
4938,4.271981646,2.30E-05,no
4939,4.393020193,1.40E-05,no
4940,2.809679694,0.00515,no
4941,2.374513978,0.017943,no
4942,2.13437891,0.03329,no
4943,2.944682545,0.003381,no
4944,1.606328272,0.108823,yes
4945,2.70269426,0.007108,no
4946,5.008776488,1.00E-06,no
4947,2.653364438,0.008219,no
4948,3.293129607,0.00106,no
4949,3.919851275,0.000101,no
4950,4.044790078,6.10E-05,no
4951,3.385586091,0.000765,no
4952,2.017025967,0.044218,no
4953,2.32171644,0.020643,no
4954,2.225090441,0.026514,no
4955,2.01729811,0.04419,no
4956,2.435176408,0.015228,no
4957,2.594773745,0.009739,no
4958,1.824501495,0.068664,yes
4959,3.39819768,0.000732,no
4960,3.5335378,0.000447,no
4961,2.35135857,0.019086,no
4962,3.995457594,7.40E-05,no
4963,4.418527951,1.20E-05,no
4964,4.655976354,4.00E-06,no
4965,3.51443755,0.00048,no
4966,2.171416434,0.030362,no
4967,3.958883926,8.60E-05,no
4968,2.493714391,0.012958,no
4969,2.42833513,0.015514,no
4970,3.796845129,0.000164,no
4971,4.471668442,1.00E-05,no
4972,4.395418313,1.30E-05,no
4973,2.358369782,0.018733,no
4974,3.344833424,0.000884,no
4975,3.768834863,0.000183,no
4976,1.528563564,0.126995,yes
4977,4.815688958,2.00E-06,no
4978,1.587558188,0.113008,yes
4979,4.399231447,1.30E-05,no
4980,4.896161505,1.00E-06,no
4981,2.057000041,0.040196,no
4982,2.226446368,0.026422,no
4983,1.720340208,0.08598,yes
4984,3.616562371,0.000328,no
4985,3.453383389,0.0006,no
4986,4.53803126,7.00E-06,no
4987,3.928242201,9.70E-05,no
4988,3.557379468,0.00041,no
4989,4.805907323,2.00E-06,no
4990,4.650323205,4.00E-06,no
4991,1.354808676,0.176081,yes
4992,2.283663867,0.022803,no
4993,2.446713392,0.014754,no
4994,4.216125125,2.90E-05,no
4995,3.081419942,0.002172,no
4996,2.887941268,0.004043,no
4997,3.940147518,9.30E-05,no
4998,1.924573328,0.054841,yes
4999,2.70307962,0.0071,no
5000,3.122134578,0.001898,no
5001,3.531013763,0.000452,no
5002,3.391814842,0.000748,no
5003,2.928895966,0.003554,no
5004,3.405788208,0.000712,no
5005,5.313608233,0,no
5006,5.08152205,1.00E-06,no
5007,4.192615961,3.30E-05,no
5008,3.852501684,0.000132,no
5009,1.560257735,0.119322,yes
5010,1.715204522,0.086918,yes
5011,3.737293597,0.000207,no
5012,3.121519172,0.001902,no
5013,4.682237543,4.00E-06,no
5014,4.739834837,3.00E-06,no
5015,2.752948379,0.006118,no
5016,4.130122739,4.20E-05,no
5017,2.386503986,0.017374,no
5018,4.273125597,2.30E-05,no
5019,3.185408134,0.001534,no
5020,4.283105026,2.20E-05,no
5021,3.381977527,0.000775,no
5022,2.669254966,0.007845,no
5023,2.996641357,0.002863,no
5024,1.556983499,0.120097,yes
5025,4.501296745,8.00E-06,no
5026,5.269306648,0,no
5027,3.468384712,0.000568,no
5028,3.428349719,0.000657,no
5029,1.756644913,0.079581,yes
5030,3.343178416,0.000889,no
5031,3.418455917,0.00068,no
5032,3.826098283,0.000146,no
5033,3.001896349,0.002815,no
5034,1.781475249,0.075432,yes
5035,3.689852782,0.000249,no
5036,3.540023237,0.000437,no
5037,4.716828034,3.00E-06,no
5038,4.865226416,2.00E-06,no
5039,1.762192983,0.078638,yes
5040,4.124023975,4.30E-05,no
5041,3.64004348,0.000301,no
5042,3.108191213,0.001988,no
5043,3.089343678,0.002116,no
5044,3.675599125,0.000263,no
5045,2.610561767,0.009306,no
5046,4.926596762,1.00E-06,no
5047,3.481839309,0.000541,no
5048,3.242409437,0.001263,no
5049,3.135145251,0.001817,no
5050,3.193305202,0.001494,no
5051,2.903255625,0.003854,no
5052,3.092142077,0.002096,no
5053,3.969299308,8.20E-05,no
5054,3.251762545,0.001223,no
5055,4.771052942,2.00E-06,no
5056,3.039220689,0.002494,no
5057,2.901505552,0.003875,no
5058,2.52096989,0.012008,no
5059,1.711162017,0.087662,yes
5060,1.51033342,0.13158,yes
5061,3.753279887,0.000195,no
5062,2.685569392,0.007477,no
5063,2.793892222,0.005404,no
5064,5.020303214,1.00E-06,no
5065,1.807010951,0.071352,yes
5066,2.024941391,0.043396,no
5067,3.178133027,0.001573,no
5068,1.756938182,0.079531,yes
5069,4.212585722,3.00E-05,no
5070,4.100139871,4.80E-05,no
5071,3.363533455,0.000828,no
5072,3.351485926,0.000864,no
5073,4.007627971,7.10E-05,no
5074,4.250009465,2.50E-05,no
5075,4.479918718,9.00E-06,no
5076,2.974764783,0.003072,no
5077,4.216832468,2.90E-05,no
5078,2.136762138,0.033094,no
5079,2.786797274,0.005522,no
5080,4.438640831,1.10E-05,no
5081,4.361443571,1.60E-05,no
5082,3.041294712,0.002477,no
5083,3.762127136,0.000188,no
5084,2.384537506,0.017467,no
5085,3.055854785,0.002362,no
5086,3.71823612,0.000223,no
5087,2.697968211,0.007208,no
5088,4.002900982,7.20E-05,no
5089,2.788101684,0.005501,no
5090,4.233202917,2.70E-05,no
5091,2.279159237,0.023072,no
5092,4.766894661,2.00E-06,no
5093,4.770004354,2.00E-06,no
5094,3.687426679,0.000251,no
5095,3.681068491,0.000257,no
5096,3.927015427,9.80E-05,no
5097,3.103080729,0.002022,no
5098,1.375464383,0.169594,yes
5099,4.742358,3.00E-06,no
5100,3.133469085,0.001827,no
5101,3.097522375,0.002059,no
5102,4.235305958,2.70E-05,no
5103,3.50958998,0.000489,no
5104,3.37743747,0.000788,no
5105,2.322353416,0.020608,no
5106,3.248063868,0.001239,no
5107,3.921476469,0.0001,no
5108,4.692259489,3.00E-06,no
5109,1.966657989,0.049767,no
5110,3.81233153,0.000155,no
5111,2.478329536,0.013524,no
5112,2.430205871,0.015436,no
5113,5.457698839,0,no
5114,4.634831962,5.00E-06,no
5115,4.878322866,1.00E-06,no
5116,3.249134685,0.001234,no
5117,3.978316573,7.90E-05,no
5118,3.438050634,0.000634,no
5119,4.883426792,1.00E-06,no
5120,4.733811732,3.00E-06,no
5121,3.974636142,8.10E-05,no
5122,4.869323528,1.00E-06,no
5123,3.783036122,0.000173,no
5124,3.083474159,0.002157,no
5125,2.930185482,0.00354,no
5126,3.329276857,0.000934,no
5127,1.510676896,0.131493,yes
5128,3.515704497,0.000478,no
5129,4.085991817,5.10E-05,no
5130,3.382241272,0.000774,no
5131,3.075026642,0.002218,no
5132,2.475777952,0.01362,no
5133,0.927770981,0.353967,yes
5134,2.346956229,0.019311,no
5135,1.70229019,0.089313,yes
5136,3.426592947,0.000661,no
5137,2.268673499,0.023707,no
5138,3.577250115,0.00038,no
5139,4.834921011,2.00E-06,no
5140,4.012342355,6.90E-05,no
5141,4.055105955,5.80E-05,no
5142,3.349660077,0.000869,no
5143,2.140287567,0.032807,no
5144,2.527638267,0.011785,no
5145,2.071298742,0.038835,no
5146,1.263685894,0.206922,yes
5147,2.388769735,0.017269,no
5148,3.602684681,0.000346,no
5149,4.511374197,8.00E-06,no
5150,4.252213172,2.50E-05,no
5151,4.163498619,3.70E-05,no
5152,5.057978072,1.00E-06,no
5153,3.43331147,0.000645,no
5154,2.206142835,0.027821,no
5155,3.372607399,0.000801,no
5156,5.379338517,0,no
5157,3.197539558,0.001472,no
5158,4.391324136,1.40E-05,no
5159,1.83804811,0.066639,yes
5160,1.76571146,0.078045,yes
5161,4.737071613,3.00E-06,no
5162,2.222752041,0.026672,no
5163,1.717459093,0.086505,yes
5164,2.041016443,0.041765,no
5165,1.714584674,0.087031,yes
5166,3.85736337,0.000129,no
5167,5.258199487,0,no
5168,3.997102737,7.40E-05,no
5169,2.420499896,0.015849,no
5170,1.78799,0.074374,yes
5171,5.172521749,0,no
5172,2.307677176,0.021418,no
5173,3.657754633,0.000281,no
5174,3.899960757,0.000109,no
5175,3.305719342,0.001014,no
5176,3.765118576,0.000186,no
5177,3.495749822,0.000514,no
5178,3.532821455,0.000449,no
5179,3.930788482,9.60E-05,no
5180,1.106703499,0.268946,yes
5181,3.49848103,0.000509,no
5182,1.929844009,0.054183,yes
5183,3.376840241,0.000789,no
5184,4.417927224,1.20E-05,no
5185,2.918180086,0.003677,no
5186,4.233400469,2.70E-05,no
5187,3.474627279,0.000555,no
5188,3.318961189,0.000968,no
5189,3.233239569,0.001303,no
5190,2.684566846,0.0075,no
5191,5.56872528,0,no
5192,3.085359673,0.002144,no
5193,5.030874467,1.00E-06,no
5194,3.097651008,0.002059,no
5195,4.069296405,5.50E-05,no
5196,1.211613123,0.226224,yes
5197,3.095064106,0.002076,no
5198,4.916598338,1.00E-06,no
5199,2.66323723,0.007985,no
5200,3.841903861,0.000138,no
5201,3.75238397,0.000195,no
5202,4.605927162,5.00E-06,no
5203,1.239727009,0.215649,yes
5204,3.715182332,0.000226,no
5205,3.831281983,0.000143,no
5206,4.786079219,2.00E-06,no
5207,4.497566057,9.00E-06,no
5208,1.895172492,0.058637,yes
5209,2.925572184,0.003592,no
5210,1.394990818,0.163628,yes
5211,4.652687165,4.00E-06,no
5212,3.607752925,0.000339,no
5213,4.002687694,7.20E-05,no
5214,3.930296486,9.70E-05,no
5215,2.282720195,0.022859,no
5216,3.740767947,0.000204,no
5217,4.646456067,4.00E-06,no
5218,4.819037333,2.00E-06,no
5219,4.238056855,2.70E-05,no
5220,4.226005154,2.80E-05,no
5221,4.338125945,1.70E-05,no
5222,4.830833915,2.00E-06,no
5223,4.200637846,3.10E-05,no
5224,2.548635896,0.011108,no
5225,3.811956969,0.000155,no
5226,3.401721232,0.000722,no
5227,3.9711735,8.20E-05,no
5228,4.732553218,3.00E-06,no
5229,2.360004593,0.018652,no
5230,3.053391332,0.002381,no
5231,3.955293345,8.70E-05,no
5232,2.093331087,0.036815,no
5233,3.146373694,0.00175,no
5234,4.174197362,3.50E-05,no
5235,2.674804957,0.007718,no
5236,2.076952149,0.038308,no
5237,2.822833664,0.004947,no
5238,1.545117858,0.12294,yes
5239,3.612816566,0.000333,no
5240,4.535935797,7.00E-06,no
5241,3.92005648,0.000101,no
5242,3.053985249,0.002377,no
5243,3.997549933,7.30E-05,no
5244,2.947321951,0.003353,no
5245,4.439078294,1.10E-05,no
5246,4.2634886,2.40E-05,no
5247,3.985899316,7.70E-05,no
5248,4.013253703,6.90E-05,no
5249,3.044551427,0.002451,no
5250,3.772124698,0.000181,no
5251,3.475671801,0.000553,no
5252,1.842373972,0.066003,yes
5253,4.083635909,5.10E-05,no
5254,3.850208024,0.000133,no
5255,4.016760816,6.80E-05,no
5256,4.262728096,2.40E-05,no
5257,1.952654807,0.051409,yes
5258,3.927848351,9.80E-05,no
5259,1.390544584,0.164972,yes
5260,4.03325543,6.30E-05,no
5261,4.150712356,3.90E-05,no
5262,1.57187578,0.116602,yes
5263,4.363739988,1.50E-05,no
5264,2.260965922,0.024184,no
5265,2.020140489,0.043893,no
5266,4.566901315,6.00E-06,no
5267,2.266744066,0.023825,no
5268,3.436359319,0.000638,no
5269,5.070152563,1.00E-06,no
5270,4.734682662,3.00E-06,no
5271,0.899344273,0.368895,yes
5272,4.564037219,6.00E-06,no
5273,3.519582895,0.000471,no
5274,2.957022855,0.003251,no
5275,2.058285845,0.040072,no
5276,4.062989051,5.60E-05,no
5277,5.14217777,0,no
5278,3.832600558,0.000143,no
5279,2.830248332,0.004835,no
5280,4.430660788,1.20E-05,no
5281,2.581646891,0.010112,no
5282,2.008770837,0.04509,no
5283,3.939476713,9.30E-05,no
5284,3.951461418,8.90E-05,no
5285,1.442820021,0.149687,yes
5286,4.651220274,4.00E-06,no
5287,3.050914199,0.002401,no
5288,4.862674883,2.00E-06,no
5289,3.240915286,0.00127,no
5290,3.504061178,0.000499,no
5291,3.921242345,0.0001,no
5292,3.224947734,0.001341,no
5293,2.952578429,0.003297,no
5294,6.040735037,0,no
5295,2.500358181,0.012721,no
5296,4.149916204,3.90E-05,no
5297,3.793420527,0.000166,no
5298,4.935215462,1.00E-06,no
5299,5.062436783,1.00E-06,no
5300,4.017456034,6.80E-05,no
5301,0.97856882,0.328259,yes
5302,3.430725532,0.000651,no
5303,4.073287824,5.40E-05,no
5304,2.22845808,0.026287,no
5305,3.523497668,0.000464,no
5306,1.797664693,0.072824,yes
5307,3.454270364,0.000598,no
5308,1.26086509,0.207936,yes
5309,2.675848052,0.007695,no
5310,4.885404172,1.00E-06,no
5311,0.544351045,0.586439,yes
5312,3.099269879,0.002048,no
5313,4.187235257,3.30E-05,no
5314,3.82051472,0.00015,no
5315,3.637387235,0.000304,no
5316,4.049412208,5.90E-05,no
5317,5.057508241,1.00E-06,no
5318,2.614507219,0.009201,no
5319,2.077970572,0.038214,no
5320,4.235758534,2.70E-05,no
5321,4.041546418,6.10E-05,no
5322,5.363847584,0,no
5323,3.871181371,0.000122,no
5324,3.668992818,0.000269,no
5325,4.310700932,2.00E-05,no
5326,4.289718171,2.10E-05,no
5327,1.562595273,0.118771,yes
5328,3.249216434,0.001234,no
5329,2.691233638,0.007353,no
5330,2.567424942,0.010531,no
5331,2.716204463,0.006829,no
5332,0.689821916,0.490621,yes
5333,3.881509147,0.000117,no
5334,4.724588543,3.00E-06,no
5335,2.506911068,0.01249,no
5336,4.823236817,2.00E-06,no
5337,4.336257838,1.70E-05,no
5338,3.295299491,0.001052,no
5339,3.041785528,0.002473,no
5340,1.204815419,0.228836,yes
5341,2.760133348,0.005987,no
5342,3.341799278,0.000894,no
5343,3.734337262,0.00021,no
5344,2.378654893,0.017745,no
5345,2.975458156,0.003065,no
5346,3.068457766,0.002267,no
5347,4.885222608,1.00E-06,no
5348,3.201430255,0.001453,no
5349,5.508044709,0,no
5350,3.873581035,0.000121,no
5351,2.267928509,0.023753,no
5352,2.650888578,0.008279,no
5353,5.097407807,0,no
5354,4.105638311,4.70E-05,no
5355,4.204452478,3.10E-05,no
5356,4.017924568,6.80E-05,no
5357,1.891466927,0.059131,yes
5358,5.28966945,0,no
5359,3.064361138,0.002297,no
5360,1.991084062,0.047007,no
5361,4.270459649,2.30E-05,no
5362,3.346108923,0.00088,no
5363,1.787127889,0.074513,yes
5364,2.971986985,0.003099,no
5365,4.754546782,3.00E-06,no
5366,5.272520317,0,no
5367,2.380861247,0.01764,no
5368,3.479357471,0.000546,no
5369,3.523759172,0.000464,no
5370,3.2090889,0.001416,no
5371,5.252483144,0,no
5372,3.573748842,0.000385,no
5373,4.460075857,1.00E-05,no
5374,4.154072429,3.80E-05,no
5375,4.997481231,1.00E-06,no
5376,4.100163975,4.80E-05,no
5377,5.554958042,0,no
5378,4.217572191,2.90E-05,no
5379,5.16909028,0,no
5380,4.753003471,3.00E-06,no
5381,4.335259363,1.80E-05,no
5382,4.391000215,1.40E-05,no
5383,2.720972612,0.006732,no
5384,2.255485985,0.024528,no
5385,1.947747709,0.051996,yes
5386,2.829633017,0.004845,no
5387,2.930883247,0.003532,no
5388,4.682696071,4.00E-06,no
5389,1.29948036,0.194369,yes
5390,2.196507722,0.028507,no
5391,2.004292284,0.045569,no
5392,2.416388602,0.016027,no
5393,1.794140717,0.073385,yes
5394,3.848899976,0.000134,no
5395,3.184195093,0.001541,no
5396,5.255781055,0,no
5397,3.672084717,0.000266,no
5398,5.470180269,0,no
5399,1.353339844,0.176549,yes
5400,3.522405589,0.000466,no
5401,2.58372936,0.010052,no
5402,5.728332393,0,no
5403,1.050511602,0.293982,yes
5404,3.104045093,0.002015,no
5405,3.707665027,0.000232,no
5406,4.936472762,1.00E-06,no
5407,5.433531682,0,no
5408,3.668833312,0.000269,no
5409,2.713304916,0.006888,no
5410,1.269334428,0.204903,yes
5411,4.160646334,3.70E-05,no
5412,3.897161175,0.00011,no
5413,3.219568697,0.001366,no
5414,3.34351907,0.000888,no
5415,1.749341879,0.080836,yes
5416,3.500622212,0.000505,no
5417,1.395423877,0.163498,yes
5418,4.568836149,6.00E-06,no
5419,2.122798852,0.034254,no
5420,2.932327979,0.003516,no
5421,5.267070109,0,no
5422,1.807122631,0.071335,yes
5423,2.338751449,0.019735,no
5424,3.796635623,0.000164,no
5425,3.550085348,0.000421,no
5426,4.339542616,1.70E-05,no
5427,2.852441501,0.004515,no
5428,3.622121669,0.000322,no
5429,2.50398126,0.012593,no
5430,3.734671004,0.000209,no
5431,3.048025296,0.002423,no
5432,3.487847014,0.000529,no
5433,4.413953871,1.20E-05,no
5434,2.957983486,0.003241,no
5435,2.172991873,0.030242,no
5436,3.726769361,0.000216,no
5437,3.988506214,7.60E-05,no
5438,4.9847781,1.00E-06,no
5439,2.97817829,0.003038,no
5440,4.597830154,5.00E-06,no
5441,3.222294377,0.001353,no
5442,4.048197019,6.00E-05,no
5443,4.291797437,2.10E-05,no
5444,2.71547456,0.006843,no
5445,2.878183315,0.004168,no
5446,4.092517184,5.00E-05,no
5447,2.967475897,0.003144,no
5448,4.744007768,3.00E-06,no
5449,2.994022083,0.002887,no
5450,3.659764396,0.000279,no
5451,2.383890275,0.017497,no
5452,3.135619779,0.001814,no
5453,1.576522447,0.115528,yes
5454,2.624999981,0.008926,no
5455,2.404277622,0.016561,no
5456,3.633624016,0.000308,no
5457,4.277698989,2.30E-05,no
5458,1.066240113,0.286822,yes
5459,3.308726509,0.001004,no
5460,1.323717267,0.186192,yes
5461,2.929968823,0.003542,no
5462,1.884434168,0.060077,yes
5463,1.839076566,0.066487,yes
5464,1.955878713,0.051027,yes
5465,4.017471819,6.80E-05,no
5466,3.361110088,0.000835,no
5467,4.517300595,8.00E-06,no
5468,3.816186773,0.000152,no
5469,3.143568115,0.001767,no
5470,4.134968004,4.20E-05,no
5471,3.572354903,0.000387,no
5472,3.206880452,0.001426,no
5473,4.366662867,1.50E-05,no
5474,1.824479761,0.068667,yes
5475,3.243508909,0.001258,no
5476,2.409752746,0.016318,no
5477,2.888056053,0.004042,no
5478,3.490381074,0.000524,no
5479,4.410973219,1.30E-05,no
5480,2.871929392,0.00425,no
5481,3.867618184,0.000124,no
5482,3.157408051,0.001686,no
5483,1.719565756,0.086121,yes
5484,3.88915719,0.000114,no
5485,3.03321004,0.002543,no
5486,2.386327976,0.017383,no
5487,2.953156935,0.003291,no
5488,3.445187835,0.000618,no
5489,1.808766038,0.071078,yes
5490,3.564135079,0.0004,no
5491,3.292794149,0.001061,no
5492,3.038359984,0.002501,no
5493,2.938980436,0.003443,no
5494,3.677322963,0.000261,no
5495,3.828794967,0.000145,no
5496,5.125350757,0,no
5497,2.61289892,0.009244,no
5498,2.314906314,0.021016,no
5499,2.004381917,0.045559,no
5500,5.402822426,0,no
5501,3.706479143,0.000233,no
5502,3.035595467,0.002524,no
5503,2.681217877,0.007574,no
5504,4.083956709,5.10E-05,no
5505,3.863937428,0.000126,no
5506,2.838457175,0.004715,no
5507,1.543049784,0.123441,yes
5508,3.2589474,0.001193,no
5509,2.543517141,0.01127,no
5510,2.654896407,0.008182,no
5511,4.361606429,1.60E-05,no
5512,2.749758684,0.006176,no
5513,2.316640277,0.02092,no
5514,2.168468508,0.030586,no
5515,3.980274211,7.90E-05,no
5516,2.756770778,0.006048,no
5517,4.165031126,3.70E-05,no
5518,4.749442008,3.00E-06,no
5519,4.012964069,6.90E-05,no
5520,4.457251209,1.00E-05,no
5521,2.330074681,0.020193,no
5522,3.811258258,0.000155,no
5523,2.481142316,0.013419,no
5524,2.713426778,0.006885,no
5525,4.606049438,5.00E-06,no
5526,3.399404012,0.000728,no
5527,3.752855579,0.000195,no
5528,3.558870845,0.000407,no
5529,4.488419023,9.00E-06,no
5530,2.201737632,0.028133,no
5531,2.96025651,0.003217,no
5532,2.631832642,0.008751,no
5533,4.29725152,2.10E-05,no
5534,4.210087303,3.00E-05,no
5535,4.195000686,3.20E-05,no
5536,1.903955125,0.057481,yes
5537,4.117072337,4.50E-05,no
