iter,t-statistic,pvalue,pcutoff
1812,1.090060088,0.276203,yes
1813,3.955077129,8.70E-05,no
1814,2.979783462,0.003023,no
1815,1.852967027,0.064467,yes
1816,4.512746673,8.00E-06,no
1817,2.396011276,0.016935,no
1818,3.767040028,0.000185,no
1819,3.469415997,0.000566,no
1820,4.600911874,5.00E-06,no
1821,1.447583356,0.14835,yes
1822,2.789742166,0.005473,no
1823,4.703005513,3.00E-06,no
1824,2.469077124,0.013874,no
1825,3.443607076,0.000621,no
1826,3.315469,0.00098,no
1827,5.333875466,0,no
1828,1.826040529,0.068431,yes
1829,4.768092634,2.00E-06,no
1830,3.184807107,0.001537,no
1831,6.096806699,0,no
1832,4.677169385,4.00E-06,no
1833,5.017204086,1.00E-06,no
1834,4.111908056,4.60E-05,no
1835,3.255766083,0.001206,no
1836,3.547735457,0.000425,no
1837,3.007118197,0.002768,no
1838,2.585963575,0.009988,no
1839,4.584595865,6.00E-06,no
1840,3.703554607,0.000236,no
1841,3.934436793,9.50E-05,no
1842,3.736106156,0.000208,no
1843,2.498137697,0.0128,no
1844,1.912994601,0.056311,yes
1845,3.391799392,0.000748,no
1846,3.632228133,0.00031,no
1847,3.537277887,0.000441,no
1848,4.725795836,3.00E-06,no
1849,5.479834171,0,no
1850,3.93282845,9.60E-05,no
1851,3.063808958,0.002301,no
1852,1.201855108,0.22998,yes
1853,3.286670139,0.001084,no
1854,4.776960801,2.00E-06,no
1855,3.333921106,0.000919,no
1856,2.253480818,0.024654,no
1857,3.290531763,0.001069,no
1858,2.72180531,0.006716,no
1859,4.10616936,4.70E-05,no
1860,3.649654414,0.00029,no
1861,3.413837422,0.000692,no
1862,1.968126732,0.049597,no
1863,4.624698224,5.00E-06,no
1864,4.364556372,1.50E-05,no
1865,4.021412323,6.70E-05,no
1866,4.35485382,1.60E-05,no
1867,4.849438984,2.00E-06,no
1868,2.670384222,0.007819,no
1869,3.004619988,0.00279,no
1870,3.864490999,0.000126,no
1871,2.767374484,0.005857,no
1872,3.900683637,0.000109,no
1873,2.289375575,0.022467,no
1874,2.785881513,0.005538,no
1875,4.413113005,1.20E-05,no
1876,2.916742331,0.003694,no
1877,1.305610258,0.192276,yes
1878,2.762359132,0.005946,no
1879,1.439381292,0.150658,yes
1880,2.01698464,0.044223,no
1881,4.514341288,8.00E-06,no
1882,3.205755782,0.001432,no
1883,3.467884331,0.000569,no
1884,2.526344987,0.011828,no
1885,1.805796334,0.071542,yes
1886,2.207820217,0.027703,no
1887,4.096169408,4.90E-05,no
1888,3.471160608,0.000562,no
1889,3.433320865,0.000645,no
1890,3.315034143,0.000982,no
1891,3.087062265,0.002132,no
1892,4.504916908,8.00E-06,no
1893,3.912066026,0.000104,no
1894,1.661490449,0.097232,yes
1895,3.777893769,0.000177,no
1896,1.762133504,0.078648,yes
1897,2.72786827,0.006595,no
1898,4.089784151,5.00E-05,no
1899,4.373333657,1.50E-05,no
1900,3.886025542,0.000115,no
1901,4.403661429,1.30E-05,no
1902,5.182482602,0,no
1903,3.377785016,0.000787,no
1904,3.573944598,0.000385,no
1905,3.363717082,0.000827,no
1906,2.177968525,0.029868,no
1907,3.190729966,0.001507,no
1908,3.61509076,0.00033,no
1909,3.259295808,0.001192,no
1910,4.897882882,1.00E-06,no
1911,4.132466149,4.20E-05,no
1912,3.359082632,0.000841,no
1913,4.428505291,1.20E-05,no
1914,3.001543034,0.002818,no
1915,1.331352013,0.18367,yes
1916,4.247887736,2.60E-05,no
1917,3.299761279,0.001036,no
1918,3.287280539,0.001082,no
1919,3.722113209,0.00022,no
1920,1.411840706,0.158609,yes
1921,3.682749401,0.000255,no
1922,3.729417421,0.000214,no
1923,3.261414874,0.001183,no
1924,4.568668794,6.00E-06,no
1925,3.038734588,0.002498,no
1926,2.43051551,0.015423,no
1927,3.483677404,0.000537,no
1928,2.569380945,0.010472,no
1929,2.076154795,0.038382,no
1930,4.048213853,6.00E-05,no
1931,3.440073596,0.000629,no
1932,3.386073345,0.000764,no
1933,4.576427472,6.00E-06,no
1934,3.631889348,0.00031,no
1935,2.500355552,0.012721,no
1936,3.095308825,0.002075,no
1937,4.004663323,7.10E-05,no
1938,3.8839665,0.000116,no
1939,2.840518343,0.004685,no
1940,1.637541593,0.102137,yes
1941,5.690554058,0,no
1942,3.394785241,0.000741,no
1943,3.484244367,0.000536,no
1944,2.049698571,0.040907,no
1945,4.254417463,2.50E-05,no
1946,4.726264062,3.00E-06,no
1947,3.027305979,0.002593,no
1948,3.712643059,0.000228,no
1949,3.868353,0.000124,no
1950,3.920456151,0.000101,no
1951,3.16162169,0.001663,no
1952,3.21733066,0.001376,no
1953,2.075079802,0.038482,no
1954,3.768361378,0.000184,no
1955,3.667827309,0.00027,no
1956,4.569619131,6.00E-06,no
1957,1.299314087,0.194426,yes
1958,3.674497079,0.000264,no
1959,4.32504152,1.80E-05,no
1960,1.623439386,0.105116,yes
1961,4.837592822,2.00E-06,no
1962,1.806409651,0.071446,yes
1963,4.358237064,1.60E-05,no
1964,4.896010687,1.00E-06,no
1965,2.881606699,0.004124,no
1966,2.570652162,0.010434,no
1967,2.729299695,0.006567,no
1968,5.012050134,1.00E-06,no
1969,2.337225658,0.019815,no
1970,3.362342846,0.000831,no
1971,5.453171302,0,no
1972,3.361456993,0.000834,no
1973,4.242466406,2.60E-05,no
1974,1.258771268,0.208691,yes
1975,2.495226563,0.012904,no
1976,1.626632816,0.104435,yes
1977,4.449525076,1.10E-05,no
1978,4.348276935,1.70E-05,no
1979,1.27441187,0.2031,yes
1980,4.154473022,3.80E-05,no
1981,2.111817107,0.03519,no
1982,3.852056989,0.000132,no
1983,5.345669424,0,no
1984,1.315500449,0.188935,yes
1985,3.186911483,0.001527,no
1986,4.350198736,1.60E-05,no
1987,4.584915452,6.00E-06,no
1988,2.465538033,0.01401,no
1989,5.027044599,1.00E-06,no
1990,5.485640552,0,no
1991,2.622166674,0.008999,no
1992,2.800775236,0.005292,no
1993,3.252917852,0.001218,no
1994,3.080195106,0.002181,no
1995,1.772190622,0.076962,yes
1996,3.325718618,0.000946,no
1997,4.410731324,1.30E-05,no
1998,3.255190406,0.001209,no
1999,2.663136286,0.007987,no
2000,3.102140602,0.002028,no
2001,2.288113545,0.022541,no
2002,3.5576879,0.000409,no
2003,3.497999423,0.00051,no
2004,4.407823359,1.30E-05,no
2005,2.666953225,0.007898,no
2006,4.011161111,7.00E-05,no
2007,2.306508982,0.021484,no
2008,3.939749968,9.30E-05,no
2009,4.044268737,6.10E-05,no
2010,2.177822187,0.029879,no
2011,3.832104839,0.000143,no
2012,3.46233205,0.000581,no
2013,3.810028908,0.000156,no
2014,3.240034108,0.001273,no
2015,1.908565859,0.056881,yes
2016,3.767494511,0.000184,no
2017,2.997094792,0.002859,no
2018,2.160783144,0.031179,no
2019,1.199443091,0.230915,yes
2020,5.214601768,0,no
2021,3.558073656,0.000409,no
2022,3.502038911,0.000502,no
2023,4.256549175,2.50E-05,no
2024,4.72273657,3.00E-06,no
2025,4.119778481,4.40E-05,no
2026,4.595258073,5.00E-06,no
2027,2.193677703,0.028711,no
2028,2.846445602,0.0046,no
2029,4.179535181,3.40E-05,no
2030,4.556950734,7.00E-06,no
2031,4.942865017,1.00E-06,no
2032,0.909357984,0.363592,yes
2033,1.698912062,0.089948,yes
2034,4.187724778,3.30E-05,no
2035,3.426802532,0.00066,no
2036,5.552934378,0,no
2037,5.442755414,0,no
2038,5.260773493,0,no
2039,1.518978789,0.12939,yes
2040,4.066054936,5.50E-05,no
2041,1.873341996,0.061595,yes
2042,2.831158442,0.004822,no
2043,2.355970114,0.018853,no
2044,2.836200963,0.004748,no
2045,2.258049999,0.024366,no
2046,3.596740363,0.000354,no
2047,3.840144424,0.000138,no
2048,4.192313282,3.30E-05,no
2049,4.237841981,2.70E-05,no
2050,3.162082328,0.00166,no
2051,2.077289128,0.038277,no
2052,2.754385735,0.006091,no
2053,4.345070056,1.70E-05,no
2054,3.747726277,0.000199,no
2055,4.273068545,2.30E-05,no
2056,3.176630946,0.001581,no
2057,1.358948677,0.174766,yes
2058,4.392416269,1.40E-05,no
2059,2.680931662,0.00758,no
2060,1.233598449,0.217923,yes
2061,4.543987738,7.00E-06,no
2062,3.560076507,0.000406,no
2063,3.975650558,8.00E-05,no
2064,3.510255101,0.000488,no
2065,1.209834415,0.226905,yes
2066,2.14955295,0.032062,no
2067,3.572826206,0.000387,no
2068,2.743288416,0.006298,no
2069,3.56763922,0.000394,no
2070,5.281165868,0,no
2071,5.006934396,1.00E-06,no
2072,4.765282614,2.00E-06,no
2073,2.570329427,0.010444,no
2074,5.096265963,0,no
2075,4.145036901,4.00E-05,no
2076,3.05574192,0.002363,no
2077,3.510540072,0.000487,no
2078,2.720426198,0.006743,no
2079,1.866456627,0.062553,yes
2080,1.247785199,0.212685,yes
2081,3.147488984,0.001744,no
2082,3.291120455,0.001067,no
2083,3.500223807,0.000506,no
2084,2.703795761,0.007085,no
2085,3.265641944,0.001166,no
2086,1.463351554,0.14399,yes
2087,5.194045759,0,no
2088,1.71015478,0.087848,yes
2089,1.747827484,0.081098,yes
2090,3.36220415,0.000832,no
2091,1.773283094,0.076781,yes
2092,3.958253292,8.60E-05,no
2093,3.443650431,0.000621,no
2094,3.494191886,0.000517,no
2095,3.838577576,0.000139,no
2096,2.746164514,0.006244,no
2097,4.846713113,2.00E-06,no
2098,3.899901682,0.000109,no
2099,3.443224161,0.000622,no
2100,5.216483473,0,no
2101,3.657275084,0.000282,no
2102,3.5236196,0.000464,no
2103,3.737542784,0.000207,no
2104,4.614171009,5.00E-06,no
2105,3.433902056,0.000644,no
2106,2.498048037,0.012803,no
2107,4.175025649,3.50E-05,no
2108,4.60460859,5.00E-06,no
2109,3.855111656,0.000131,no
2110,4.568097128,6.00E-06,no
2111,2.209195325,0.027607,no
2112,3.689822175,0.000249,no
2113,2.313892771,0.021072,no
2114,3.455432041,0.000595,no
2115,1.95457365,0.051182,yes
2116,3.501696107,0.000503,no
2117,3.787587061,0.00017,no
2118,3.726704726,0.000216,no
2119,3.560682609,0.000405,no
2120,1.079106268,0.281052,yes
2121,0.851221766,0.395047,yes
2122,4.098314531,4.80E-05,no
2123,4.632964072,5.00E-06,no
2124,2.914324616,0.003722,no
2125,3.161093153,0.001666,no
2126,2.391198109,0.017156,no
2127,3.571613366,0.000389,no
2128,3.954045933,8.80E-05,no
2129,3.486749574,0.000531,no
2130,4.701316057,3.00E-06,no
2131,3.491157058,0.000523,no
2132,4.695749785,3.00E-06,no
2133,3.958944287,8.60E-05,no
2134,3.91133446,0.000104,no
2135,5.086968811,1.00E-06,no
2136,4.012372966,6.90E-05,no
2137,3.784498336,0.000172,no
2138,1.686995306,0.092218,yes
2139,3.436992291,0.000636,no
2140,3.178667667,0.00157,no
2141,2.563804448,0.01064,no
2142,2.554449002,0.010926,no
2143,2.883724074,0.004097,no
2144,3.052249757,0.00239,no
2145,2.070674183,0.038894,no
2146,4.403424744,1.30E-05,no
2147,3.580338095,0.000376,no
2148,2.229420573,0.026222,no
2149,3.954739311,8.70E-05,no
2150,3.400814494,0.000725,no
2151,1.007983337,0.313942,yes
2152,3.843852966,0.000136,no
2153,2.171562595,0.030351,no
2154,3.508428705,0.000491,no
2155,4.136338855,4.10E-05,no
2156,1.781367399,0.07545,yes
2157,2.190437455,0.028946,no
2158,1.518567408,0.129494,yes
2159,3.625489198,0.000317,no
2160,4.175926485,3.50E-05,no
2161,3.562953459,0.000401,no
2162,2.160041604,0.031236,no
2163,4.084441218,5.10E-05,no
2164,4.235419159,2.70E-05,no
2165,2.747635842,0.006216,no
2166,4.339464361,1.70E-05,no
2167,3.741197087,0.000204,no
2168,2.589737001,0.009881,no
2169,3.930882886,9.60E-05,no
2170,2.004738533,0.045521,no
2171,4.069928556,5.50E-05,no
2172,3.45388921,0.000599,no
2173,2.948074813,0.003345,no
2174,3.23716943,0.001286,no
2175,3.113723511,0.001952,no
2176,4.074652775,5.30E-05,no
2177,4.275084183,2.30E-05,no
2178,5.717513465,0,no
2179,2.307197759,0.021445,no
2180,3.007386932,0.002766,no
2181,3.579867736,0.000377,no
2182,4.3281421,1.80E-05,no
2183,4.248371814,2.60E-05,no
2184,3.088381981,0.002123,no
2185,2.769474454,0.00582,no
2186,2.283133609,0.022835,no
2187,4.478789351,9.00E-06,no
2188,3.921582708,0.0001,no
2189,1.795662794,0.073142,yes
2190,4.527590838,7.00E-06,no
2191,2.023543299,0.04354,no
2192,4.427431459,1.20E-05,no
2193,1.543280475,0.123385,yes
2194,3.203682518,0.001442,no
2195,3.683992645,0.000254,no
2196,0.547619173,0.584194,yes
2197,3.7983871,0.000163,no
2198,3.679764252,0.000258,no
2199,3.948762354,9.00E-05,no
2200,2.455969707,0.014384,no
2201,3.201349661,0.001453,no
2202,3.667066332,0.000271,no
2203,2.251476621,0.024782,no
2204,3.822835939,0.000148,no
2205,3.760324806,0.000189,no
2206,4.271058126,2.30E-05,no
2207,2.281658089,0.022922,no
2208,4.216982559,2.90E-05,no
2209,1.059366939,0.289936,yes
2210,1.620260131,0.105797,yes
2211,3.945876088,9.10E-05,no
2212,3.244793154,0.001253,no
2213,1.19910193,0.231047,yes
2214,2.926556195,0.003581,no
2215,3.107362791,0.001993,no
2216,3.697303342,0.000242,no
2217,2.648904286,0.008327,no
2218,3.406663583,0.00071,no
2219,3.792987142,0.000167,no
2220,2.641090019,0.008518,no
2221,3.87591117,0.00012,no
2222,3.406418402,0.00071,no
2223,2.601935694,0.00954,no
2224,3.599213294,0.00035,no
2225,4.272346534,2.30E-05,no
2226,4.391057932,1.40E-05,no
2227,4.780575971,2.00E-06,no
2228,4.653331677,4.00E-06,no
2229,3.728382242,0.000214,no
2230,2.686848751,0.007449,no
2231,4.919614459,1.00E-06,no
2232,3.549866627,0.000421,no
2233,6.284256344,0,no
2234,4.547898621,7.00E-06,no
2235,4.267840904,2.40E-05,no
2236,3.327432082,0.00094,no
2237,3.769753527,0.000183,no
2238,3.201537129,0.001453,no
2239,2.71002859,0.006955,no
2240,4.905086301,1.00E-06,no
2241,3.350729805,0.000866,no
2242,3.668296352,0.00027,no
2243,4.445430287,1.10E-05,no
2244,3.218547369,0.001371,no
2245,2.644647608,0.008431,no
2246,3.089748937,0.002113,no
2247,1.621924267,0.10544,yes
2248,3.497404394,0.000511,no
2249,1.771825685,0.077023,yes
2250,3.753312172,0.000195,no
2251,4.848861743,2.00E-06,no
2252,4.483532968,9.00E-06,no
2253,2.481010174,0.013424,no
2254,4.556958354,7.00E-06,no
2255,3.562016829,0.000403,no
2256,4.742069326,3.00E-06,no
2257,4.257999294,2.50E-05,no
2258,4.906166096,1.00E-06,no
2259,4.728051431,3.00E-06,no
2260,3.306537617,0.001011,no
2261,4.246603743,2.60E-05,no
2262,4.612048032,5.00E-06,no
2263,3.20650391,0.001428,no
2264,1.812877243,0.070441,yes
2265,4.110223221,4.60E-05,no
2266,3.200887181,0.001456,no
2267,2.551790138,0.011009,no
2268,3.451605869,0.000604,no
2269,2.028022537,0.043079,no
2270,3.749280731,0.000198,no
2271,4.24975713,2.50E-05,no
2272,4.328402215,1.80E-05,no
2273,0.763973143,0.445238,yes
2274,3.405006921,0.000714,no
2275,3.558100938,0.000409,no
2276,3.839169375,0.000139,no
2277,2.011539982,0.044796,no
2278,3.699207219,0.00024,no
2279,3.58176281,0.000374,no
2280,1.910632257,0.056614,yes
2281,3.603007324,0.000346,no
2282,4.894308034,1.00E-06,no
2283,3.683156514,0.000255,no
2284,3.314928875,0.000982,no
2285,1.075799662,0.282528,yes
2286,3.404449514,0.000715,no
2287,2.800512338,0.005297,no
2288,3.125939551,0.001874,no
2289,2.768267251,0.005841,no
2290,3.506396777,0.000494,no
2291,4.111456279,4.60E-05,no
2292,4.549822756,7.00E-06,no
2293,3.507917684,0.000492,no
2294,4.555927956,7.00E-06,no
2295,2.902256386,0.003866,no
2296,3.170598639,0.001613,no
2297,3.323480005,0.000953,no
2298,4.028494104,6.50E-05,no
2299,3.30742613,0.001008,no
2300,4.90883548,1.00E-06,no
2301,1.683937881,0.092808,yes
2302,1.735627529,0.083236,yes
2303,4.341436666,1.70E-05,no
2304,4.433345456,1.10E-05,no
2305,4.801243364,2.00E-06,no
2306,2.981431599,0.003007,no
2307,3.50830169,0.000491,no
2308,2.061346555,0.039778,no
2309,1.29982079,0.194252,yes
2310,1.190892797,0.234252,yes
2311,3.731687912,0.000212,no
2312,1.52501876,0.127877,yes
2313,3.439028329,0.000632,no
2314,3.907993141,0.000106,no
2315,4.634252561,5.00E-06,no
2316,1.764254475,0.07829,yes
2317,5.077076759,1.00E-06,no
2318,3.438593711,0.000633,no
2319,2.350333708,0.019138,no
2320,1.660754463,0.09738,yes
2321,2.737177999,0.006414,no
2322,5.214097688,0,no
2323,2.825371832,0.004908,no
2324,1.82207206,0.069032,yes
2325,3.206975925,0.001426,no
2326,3.237231582,0.001286,no
2327,3.97989678,7.90E-05,no
2328,3.809320026,0.000156,no
2329,4.365864537,1.50E-05,no
2330,4.297115685,2.10E-05,no
2331,3.386973491,0.000761,no
2332,3.328930363,0.000935,no
2333,3.376353091,0.000791,no
2334,4.699810143,3.00E-06,no
2335,3.349281422,0.00087,no
2336,3.434165738,0.000643,no
2337,3.483056035,0.000539,no
2338,2.93730551,0.003461,no
2339,2.842589583,0.004655,no
2340,2.839670737,0.004697,no
2341,4.164669127,3.70E-05,no
2342,3.366826412,0.000818,no
2343,1.908009004,0.056954,yes
2344,2.532312481,0.011631,no
2345,3.785421571,0.000172,no
2346,3.613994687,0.000332,no
2347,4.562618325,6.00E-06,no
2348,4.435084444,1.10E-05,no
2349,2.506987534,0.012488,no
2350,1.437481692,0.151197,yes
2351,3.701577766,0.000238,no
2352,3.320750898,0.000962,no
2353,2.764460259,0.005909,no
2354,1.734002026,0.083524,yes
2355,3.501517131,0.000503,no
2356,3.426659026,0.000661,no
2357,2.241105124,0.02545,no
2358,3.762477734,0.000188,no
2359,1.492465261,0.136198,yes
2360,3.028927232,0.002579,no
2361,2.425538967,0.015633,no
2362,4.473565923,1.00E-05,no
2363,1.5947462,0.111391,yes
2364,4.060728498,5.70E-05,no
2365,3.631175566,0.000311,no
2366,1.858515812,0.063674,yes
2367,3.388100715,0.000758,no
2368,4.080630147,5.20E-05,no
2369,1.045686522,0.296203,yes
2370,2.283409074,0.022818,no
2371,3.813245633,0.000154,no
2372,4.510893273,8.00E-06,no
2373,2.928693283,0.003557,no
2374,2.806050108,0.005208,no
2375,4.008051243,7.00E-05,no
2376,4.002357568,7.20E-05,no
2377,1.391653633,0.164636,yes
2378,3.645850719,0.000294,no
2379,3.869829171,0.000123,no
2380,2.44377774,0.014874,no
2381,5.005055834,1.00E-06,no
2382,4.946624741,1.00E-06,no
2383,3.688166152,0.00025,no
2384,3.725637848,0.000217,no
2385,2.523198491,0.011933,no
2386,3.802019299,0.000161,no
2387,5.256732241,0,no
2388,2.743392038,0.006296,no
2389,1.5954841,0.111226,yes
2390,4.781231088,2.00E-06,no
2391,2.747176758,0.006225,no
2392,1.597780877,0.110714,yes
2393,3.852091877,0.000132,no
2394,4.312323281,1.90E-05,no
2395,4.429192898,1.20E-05,no
2396,3.266720625,0.001162,no
2397,3.402236409,0.000721,no
2398,3.42761288,0.000658,no
2399,4.706662581,3.00E-06,no
2400,2.557597324,0.010829,no
2401,3.570351901,0.00039,no
2402,3.720111711,0.000221,no
2403,2.928225791,0.003562,no
2404,1.684238843,0.09275,yes
2405,5.064529906,1.00E-06,no
2406,3.61306284,0.000333,no
2407,4.118603749,4.40E-05,no
2408,2.184541739,0.029379,no
2409,2.477898069,0.01354,no
2410,3.061061374,0.002322,no
2411,2.622289784,0.008996,no
2412,2.673517013,0.007748,no
2413,2.455567403,0.0144,no
2414,2.567732324,0.010522,no
2415,2.149391729,0.032075,no
2416,2.843102899,0.004648,no
2417,3.289343659,0.001074,no
2418,1.574785563,0.115928,yes
2419,1.651755122,0.099202,yes
2420,4.676944987,4.00E-06,no
2421,2.439629132,0.015043,no
2422,2.609428071,0.009337,no
2423,3.519508203,0.000471,no
2424,3.661310463,0.000277,no
2425,2.999742238,0.002835,no
2426,4.421586054,1.20E-05,no
2427,1.480460084,0.13937,yes
2428,2.499722818,0.012743,no
2429,3.588918428,0.000364,no
2430,1.882564638,0.060331,yes
2431,2.964419057,0.003175,no
2432,2.698781911,0.007191,no
2433,3.262846143,0.001177,no
2434,4.784545406,2.00E-06,no
2435,2.841950952,0.004664,no
2436,3.268917991,0.001153,no
2437,2.476260806,0.013601,no
2438,4.891794669,1.00E-06,no
2439,1.311999597,0.190113,yes
2440,4.34468958,1.70E-05,no
2441,4.390659802,1.40E-05,no
2442,2.172643367,0.030269,no
2443,1.633912788,0.102897,yes
2444,1.924289678,0.054877,yes
2445,3.796967222,0.000164,no
2446,3.50952459,0.000489,no
2447,3.357373102,0.000846,no
2448,3.727689698,0.000215,no
2449,2.649636869,0.008309,no
2450,3.099045651,0.002049,no
2451,3.23291203,0.001305,no
2452,3.53775057,0.000441,no
2453,3.321785677,0.000959,no
2454,5.068305953,1.00E-06,no
2455,3.493362287,0.000519,no
2456,3.068360479,0.002267,no
2457,5.44468705,0,no
2458,2.098694814,0.036337,no
2459,3.880495682,0.000118,no
2460,2.927258006,0.003573,no
2461,2.085341998,0.037537,no
2462,5.421363992,0,no
2463,4.541255182,7.00E-06,no
2464,3.073255771,0.002231,no
2465,4.773152591,2.00E-06,no
2466,3.436246955,0.000638,no
2467,3.926561018,9.80E-05,no
2468,1.676240646,0.094306,yes
2469,1.547941095,0.122259,yes
2470,4.034624857,6.30E-05,no
2471,3.406886395,0.000709,no
2472,4.99478255,1.00E-06,no
2473,2.157872135,0.031406,no
2474,3.606754306,0.000341,no
2475,3.614524776,0.000331,no
2476,5.348740447,0,no
2477,4.965161127,1.00E-06,no
2478,3.907160241,0.000106,no
2479,3.886987779,0.000115,no
2480,2.146079118,0.03234,no
2481,5.105317127,0,no
2482,3.796378382,0.000165,no
2483,3.782739953,0.000174,no
2484,3.372074123,0.000803,no
2485,1.880372435,0.060629,yes
2486,3.409528153,0.000703,no
2487,4.836203499,2.00E-06,no
2488,4.186326385,3.30E-05,no
2489,3.737858854,0.000207,no
2490,2.17709962,0.029933,no
2491,2.967913471,0.00314,no
2492,3.123121525,0.001892,no
2493,4.245893263,2.60E-05,no
2494,4.303861881,2.00E-05,no
2495,3.709504553,0.000231,no
2496,3.558331254,0.000408,no
2497,3.883657342,0.000116,no
2498,3.20162331,0.001452,no
2499,3.889128303,0.000114,no
2500,3.172866414,0.001601,no
2501,4.724827764,3.00E-06,no
2502,4.498719532,8.00E-06,no
2503,3.900959351,0.000109,no
2504,4.139059392,4.10E-05,no
2505,3.683890345,0.000254,no
2506,2.288747609,0.022504,no
2507,3.297492572,0.001044,no
2508,3.223760491,0.001347,no
2509,5.301312237,0,no
2510,4.86915325,1.00E-06,no
2511,2.959198027,0.003228,no
2512,5.872823527,0,no
2513,3.178818132,0.001569,no
2514,3.400733225,0.000725,no
2515,4.179375965,3.40E-05,no
2516,4.41552116,1.20E-05,no
2517,1.737681032,0.082873,yes
2518,3.156120124,0.001694,no
2519,3.786019653,0.000171,no
2520,1.825605594,0.068497,yes
2521,3.901265841,0.000109,no
2522,3.894367636,0.000112,no
2523,4.367079218,1.50E-05,no
2524,4.330496999,1.80E-05,no
2525,4.444152831,1.10E-05,no
2526,4.594327991,5.00E-06,no
2527,3.143986726,0.001764,no
2528,2.473395184,0.01371,no
2529,3.727736907,0.000215,no
2530,2.565876611,0.010577,no
2531,1.123934155,0.261572,yes
2532,4.241261852,2.60E-05,no
2533,0.735687043,0.462261,yes
2534,4.113071551,4.60E-05,no
2535,3.316393179,0.000977,no
2536,2.180588142,0.029672,no
2537,4.449937579,1.10E-05,no
2538,2.760763772,0.005975,no
2539,2.339512424,0.019695,no
2540,4.681335121,4.00E-06,no
2541,1.934499329,0.053607,yes
2542,1.660224563,0.097486,yes
2543,2.40816006,0.016388,no
2544,3.51578238,0.000478,no
2545,4.942586471,1.00E-06,no
2546,3.153698581,0.001708,no
2547,2.348465487,0.019233,no
2548,4.973236234,1.00E-06,no
2549,3.366446994,0.000819,no
2550,2.554313292,0.01093,no
2551,4.250340551,2.50E-05,no
2552,3.025189953,0.002611,no
2553,2.844767597,0.004624,no
2554,2.799696173,0.00531,no
2555,2.70342681,0.007093,no
2556,0.863515459,0.388262,yes
2557,3.140727876,0.001783,no
2558,3.729927628,0.000213,no
2559,3.41295599,0.000694,no
2560,4.319168575,1.90E-05,no
2561,3.970484744,8.20E-05,no
2562,3.663934697,0.000274,no
2563,3.871689963,0.000122,no
2564,1.986135576,0.047555,no
2565,5.229402817,0,no
2566,3.765162586,0.000186,no
2567,3.179469249,0.001565,no
2568,2.473591587,0.013702,no
2569,3.423092358,0.000669,no
2570,3.934471509,9.50E-05,no
2571,3.160910059,0.001667,no
2572,5.22152333,0,no
2573,1.910503534,0.056631,yes
2574,3.428569944,0.000656,no
2575,3.473389711,0.000558,no
2576,2.7950727,0.005385,no
2577,4.844276474,2.00E-06,no
2578,2.10403376,0.035866,no
2579,4.84822725,2.00E-06,no
2580,1.318312845,0.187993,yes
2581,3.765837798,0.000185,no
2582,3.854998777,0.000131,no
2583,2.940441109,0.003427,no
2584,4.260110853,2.40E-05,no
2585,4.650313128,4.00E-06,no
2586,3.299775737,0.001036,no
2587,4.134944481,4.20E-05,no
2588,5.569169857,0,no
2589,2.149539549,0.032063,no
2590,3.914775443,0.000103,no
2591,1.159810346,0.246671,yes
2592,3.333232091,0.000921,no
2593,2.202181162,0.028101,no
2594,1.52421986,0.128076,yes
2595,4.366273488,1.50E-05,no
2596,3.031420148,0.002558,no
2597,3.342505835,0.000891,no
2598,4.241374797,2.60E-05,no
2599,3.640672798,0.0003,no
2600,3.219565392,0.001366,no
2601,4.729586201,3.00E-06,no
2602,3.152119722,0.001717,no
2603,4.131465115,4.20E-05,no
2604,4.576144982,6.00E-06,no
2605,3.103165444,0.002021,no
2606,3.538707841,0.000439,no
2607,4.585697295,6.00E-06,no
2608,3.686085457,0.000252,no
2609,3.737594043,0.000207,no
2610,1.749345499,0.080835,yes
2611,5.928021785,0,no
2612,3.592762251,0.000359,no
2613,5.126934126,0,no
2614,4.120331722,4.40E-05,no
2615,4.467429098,1.00E-05,no
2616,2.472605516,0.01374,no
2617,3.352601443,0.00086,no
2618,3.770543501,0.000182,no
2619,2.915612253,0.003707,no
2620,2.579008709,0.010189,no
2621,1.307826359,0.191524,yes
2622,2.447668201,0.014716,no
2623,3.501667619,0.000503,no
2624,2.668922484,0.007853,no
2625,2.960790661,0.003212,no
2626,3.98139324,7.90E-05,no
2627,3.622688096,0.000321,no
2628,4.684624023,4.00E-06,no
2629,3.194893841,0.001486,no
2630,3.340195334,0.000899,no
2631,4.749197221,3.00E-06,no
2632,2.317329372,0.020882,no
2633,3.912817816,0.000104,no
2634,4.573111771,6.00E-06,no
2635,4.292867301,2.10E-05,no
2636,4.281018678,2.20E-05,no
2637,3.715299513,0.000225,no
2638,4.096903815,4.90E-05,no
2639,3.38437993,0.000769,no
2640,4.12865568,4.30E-05,no
2641,5.371393354,0,no
2642,4.770793799,2.00E-06,no
2643,1.191104186,0.234169,yes
2644,3.563244982,0.000401,no
2645,3.576413793,0.000382,no
2646,4.659277787,4.00E-06,no
2647,4.961551319,1.00E-06,no
2648,3.914749682,0.000103,no
2649,4.258288634,2.50E-05,no
2650,2.088754585,0.037227,no
2651,4.505357186,8.00E-06,no
2652,1.928305093,0.054374,yes
2653,3.157970581,0.001683,no
2654,3.692342679,0.000246,no
2655,2.359890482,0.018658,no
2656,4.341040304,1.70E-05,no
