net_id,E-E,E-N,N-E,N-N
rand_0.1_598_net.csv,623,1421,1892,5119
rand_0.1_599_net.csv,635,1390,1899,5131
rand_0.1_6_net.csv,699,1364,1797,5195
rand_0.1_60_net.csv,603,1389,1964,5100
rand_0.1_600_net.csv,627,1402,1903,5123
rand_0.1_601_net.csv,630,1411,1888,5126
rand_0.1_602_net.csv,638,1378,1905,5134
rand_0.1_603_net.csv,638,1386,1897,5134
rand_0.1_604_net.csv,629,1394,1907,5125
rand_0.1_605_net.csv,643,1386,1887,5139
rand_0.1_606_net.csv,624,1401,1910,5120
rand_0.1_607_net.csv,614,1416,1915,5110
rand_0.1_608_net.csv,607,1436,1909,5103
rand_0.1_609_net.csv,605,1438,1911,5101
rand_0.1_61_net.csv,598,1394,1969,5095
rand_0.1_610_net.csv,604,1442,1909,5100
rand_0.1_611_net.csv,611,1436,1901,5107
rand_0.1_612_net.csv,617,1429,1896,5113
rand_0.1_613_net.csv,611,1448,1889,5107
rand_0.1_614_net.csv,621,1434,1883,5117
rand_0.1_615_net.csv,609,1426,1915,5105
rand_0.1_616_net.csv,618,1422,1901,5114
rand_0.1_617_net.csv,617,1419,1906,5113
rand_0.1_618_net.csv,608,1425,1918,5104
rand_0.1_619_net.csv,609,1420,1921,5105
rand_0.1_62_net.csv,593,1403,1970,5090
rand_0.1_620_net.csv,603,1443,1910,5099
rand_0.1_621_net.csv,609,1427,1914,5105
rand_0.1_622_net.csv,590,1464,1915,5086
rand_0.1_623_net.csv,588,1477,1906,5084
rand_0.1_624_net.csv,601,1461,1896,5097
rand_0.1_625_net.csv,589,1455,1926,5085
rand_0.1_626_net.csv,600,1444,1915,5096
rand_0.1_627_net.csv,602,1411,1944,5098
rand_0.1_628_net.csv,609,1416,1925,5105
rand_0.1_629_net.csv,615,1419,1910,5111
rand_0.1_63_net.csv,613,1379,1954,5110
rand_0.1_630_net.csv,612,1407,1928,5108
rand_0.1_631_net.csv,598,1464,1899,5094
rand_0.1_632_net.csv,594,1453,1918,5090
rand_0.1_633_net.csv,598,1416,1947,5094
rand_0.1_634_net.csv,591,1412,1965,5087
rand_0.1_635_net.csv,594,1417,1954,5090
rand_0.1_636_net.csv,599,1418,1943,5095
rand_0.1_637_net.csv,596,1407,1960,5092
rand_0.1_638_net.csv,602,1421,1934,5098
rand_0.1_639_net.csv,597,1419,1946,5093
rand_0.1_64_net.csv,609,1403,1938,5106
rand_0.1_640_net.csv,593,1432,1941,5089
rand_0.1_641_net.csv,596,1406,1961,5092
rand_0.1_642_net.csv,593,1416,1957,5089
rand_0.1_643_net.csv,606,1406,1941,5102
rand_0.1_644_net.csv,607,1412,1933,5103
rand_0.1_645_net.csv,601,1433,1924,5097
rand_0.1_646_net.csv,598,1414,1949,5094
rand_0.1_647_net.csv,591,1421,1956,5087
rand_0.1_648_net.csv,603,1403,1950,5099
rand_0.1_649_net.csv,614,1417,1914,5110
rand_0.1_65_net.csv,596,1411,1956,5093
rand_0.1_650_net.csv,595,1434,1935,5091
rand_0.1_651_net.csv,598,1428,1935,5094
rand_0.1_652_net.csv,582,1434,1961,5078
rand_0.1_653_net.csv,607,1428,1917,5103
rand_0.1_654_net.csv,607,1433,1912,5103
rand_0.1_655_net.csv,603,1448,1905,5099
rand_0.1_656_net.csv,620,1426,1893,5116
rand_0.1_657_net.csv,623,1414,1899,5119
rand_0.1_658_net.csv,607,1423,1922,5103
rand_0.1_659_net.csv,605,1423,1926,5101
rand_0.1_66_net.csv,584,1437,1954,5081
rand_0.1_660_net.csv,594,1445,1926,5090
rand_0.1_661_net.csv,599,1411,1950,5095
rand_0.1_662_net.csv,604,1413,1938,5100
rand_0.1_663_net.csv,622,1408,1907,5118
rand_0.1_664_net.csv,612,1429,1906,5108
rand_0.1_665_net.csv,594,1445,1926,5090
rand_0.1_666_net.csv,587,1451,1934,5083
rand_0.1_667_net.csv,586,1442,1945,5082
rand_0.1_668_net.csv,586,1442,1945,5082
rand_0.1_669_net.csv,591,1448,1929,5087
rand_0.1_67_net.csv,594,1419,1952,5091
rand_0.1_670_net.csv,600,1433,1926,5096
rand_0.1_671_net.csv,584,1448,1943,5080
rand_0.1_672_net.csv,590,1420,1959,5086
rand_0.1_673_net.csv,594,1441,1930,5090
rand_0.1_674_net.csv,598,1425,1938,5094
rand_0.1_675_net.csv,610,1404,1935,5106
rand_0.1_676_net.csv,626,1390,1917,5122
rand_0.1_677_net.csv,627,1389,1916,5123
rand_0.1_678_net.csv,616,1387,1940,5112
rand_0.1_679_net.csv,624,1402,1909,5120
rand_0.1_68_net.csv,590,1416,1963,5087
rand_0.1_680_net.csv,622,1382,1933,5118
rand_0.1_681_net.csv,626,1399,1908,5122
rand_0.1_682_net.csv,625,1406,1903,5121
rand_0.1_683_net.csv,604,1416,1935,5100
rand_0.1_684_net.csv,608,1415,1928,5104
rand_0.1_685_net.csv,611,1434,1903,5107
rand_0.1_686_net.csv,607,1420,1925,5103
rand_0.1_687_net.csv,616,1421,1906,5112
rand_0.1_688_net.csv,619,1412,1909,5115
rand_0.1_689_net.csv,616,1415,1912,5112
rand_0.1_69_net.csv,589,1408,1973,5086
rand_0.1_690_net.csv,620,1399,1920,5116
rand_0.1_691_net.csv,616,1409,1918,5112
rand_0.1_692_net.csv,611,1396,1941,5107
rand_0.1_693_net.csv,612,1414,1921,5108
rand_0.1_694_net.csv,612,1409,1926,5108
rand_0.1_695_net.csv,625,1412,1897,5121
rand_0.1_696_net.csv,630,1404,1895,5126
rand_0.1_697_net.csv,634,1409,1882,5130
rand_0.1_698_net.csv,623,1415,1898,5119
rand_0.1_699_net.csv,621,1417,1900,5117
rand_0.1_7_net.csv,688,1353,1830,5183
rand_0.1_70_net.csv,596,1406,1961,5093
rand_0.1_700_net.csv,609,1416,1925,5105
rand_0.1_701_net.csv,611,1390,1947,5107
rand_0.1_702_net.csv,618,1402,1921,5114
rand_0.1_703_net.csv,617,1407,1918,5113
rand_0.1_704_net.csv,619,1401,1920,5115
rand_0.1_705_net.csv,628,1399,1904,5124
rand_0.1_706_net.csv,608,1425,1918,5104
rand_0.1_707_net.csv,607,1431,1914,5103
rand_0.1_708_net.csv,627,1396,1909,5123
rand_0.1_709_net.csv,633,1383,1910,5129
rand_0.1_71_net.csv,595,1411,1958,5092
rand_0.1_710_net.csv,622,1404,1911,5118
rand_0.1_711_net.csv,615,1430,1899,5111
rand_0.1_712_net.csv,606,1424,1923,5102
rand_0.1_713_net.csv,616,1396,1931,5112
rand_0.1_714_net.csv,623,1400,1913,5119
rand_0.1_715_net.csv,621,1409,1908,5117
rand_0.1_716_net.csv,615,1419,1910,5111
rand_0.1_717_net.csv,613,1445,1888,5109
rand_0.1_718_net.csv,611,1429,1908,5107
rand_0.1_719_net.csv,611,1436,1901,5107
rand_0.1_72_net.csv,605,1397,1952,5102
rand_0.1_720_net.csv,603,1413,1940,5099
rand_0.1_721_net.csv,615,1418,1911,5111
rand_0.1_722_net.csv,604,1434,1917,5100
rand_0.1_723_net.csv,594,1441,1930,5090
rand_0.1_724_net.csv,586,1448,1939,5082
rand_0.1_725_net.csv,590,1457,1922,5086
rand_0.1_726_net.csv,596,1460,1907,5092
rand_0.1_727_net.csv,596,1430,1937,5092
rand_0.1_728_net.csv,604,1427,1924,5100
rand_0.1_729_net.csv,607,1433,1912,5103
rand_0.1_73_net.csv,591,1415,1962,5088
rand_0.1_730_net.csv,608,1419,1924,5104
rand_0.1_731_net.csv,618,1394,1929,5114
rand_0.1_732_net.csv,619,1407,1914,5115
rand_0.1_733_net.csv,594,1443,1928,5090
rand_0.1_734_net.csv,613,1421,1912,5109
rand_0.1_735_net.csv,595,1447,1922,5091
rand_0.1_736_net.csv,593,1448,1925,5089
rand_0.1_737_net.csv,601,1413,1944,5097
rand_0.1_738_net.csv,601,1432,1925,5097
rand_0.1_739_net.csv,616,1404,1923,5112
rand_0.1_74_net.csv,603,1417,1936,5100
rand_0.1_740_net.csv,603,1427,1926,5099
rand_0.1_741_net.csv,604,1416,1935,5100
rand_0.1_742_net.csv,601,1426,1931,5097
rand_0.1_743_net.csv,602,1418,1937,5098
rand_0.1_744_net.csv,604,1403,1948,5100
rand_0.1_745_net.csv,608,1392,1951,5104
rand_0.1_746_net.csv,619,1382,1939,5115
rand_0.1_747_net.csv,609,1409,1932,5105
rand_0.1_748_net.csv,589,1422,1959,5085
rand_0.1_749_net.csv,604,1420,1931,5100
rand_0.1_75_net.csv,594,1417,1954,5091
rand_0.1_750_net.csv,609,1419,1922,5105
rand_0.1_751_net.csv,618,1392,1931,5114
rand_0.1_752_net.csv,619,1413,1908,5115
rand_0.1_753_net.csv,618,1407,1916,5114
rand_0.1_754_net.csv,613,1407,1926,5109
rand_0.1_755_net.csv,613,1405,1928,5109
rand_0.1_756_net.csv,618,1414,1909,5114
rand_0.1_757_net.csv,622,1427,1888,5118
rand_0.1_758_net.csv,612,1434,1901,5108
rand_0.1_759_net.csv,606,1450,1897,5102
rand_0.1_76_net.csv,596,1418,1949,5093
rand_0.1_760_net.csv,613,1426,1907,5109
rand_0.1_761_net.csv,619,1435,1886,5115
rand_0.1_762_net.csv,615,1416,1913,5111
rand_0.1_763_net.csv,617,1438,1887,5113
rand_0.1_764_net.csv,618,1437,1886,5114
rand_0.1_765_net.csv,616,1404,1923,5112
rand_0.1_766_net.csv,612,1409,1926,5108
rand_0.1_767_net.csv,610,1426,1913,5106
rand_0.1_768_net.csv,623,1419,1894,5119
rand_0.1_769_net.csv,627,1404,1901,5123
rand_0.1_77_net.csv,593,1418,1955,5090
rand_0.1_770_net.csv,627,1404,1901,5123
rand_0.1_771_net.csv,613,1405,1928,5109
rand_0.1_772_net.csv,607,1410,1935,5103
rand_0.1_773_net.csv,602,1403,1952,5098
rand_0.1_774_net.csv,598,1416,1947,5094
rand_0.1_775_net.csv,597,1412,1953,5093
rand_0.1_776_net.csv,605,1400,1949,5101
rand_0.1_777_net.csv,605,1421,1928,5101
rand_0.1_778_net.csv,618,1410,1913,5114
rand_0.1_779_net.csv,617,1414,1911,5113
rand_0.1_78_net.csv,587,1434,1951,5084
rand_0.1_780_net.csv,614,1407,1924,5110
rand_0.1_781_net.csv,605,1415,1934,5101
rand_0.1_782_net.csv,613,1428,1905,5109
rand_0.1_783_net.csv,621,1435,1882,5117
rand_0.1_784_net.csv,617,1419,1906,5113
rand_0.1_785_net.csv,626,1417,1890,5122
rand_0.1_786_net.csv,609,1418,1923,5105
rand_0.1_787_net.csv,612,1417,1918,5108
rand_0.1_788_net.csv,620,1392,1927,5116
rand_0.1_789_net.csv,619,1401,1920,5115
rand_0.1_79_net.csv,603,1424,1929,5100
rand_0.1_790_net.csv,614,1375,1956,5110
rand_0.1_791_net.csv,623,1368,1945,5119
rand_0.1_792_net.csv,626,1345,1962,5122
rand_0.1_793_net.csv,613,1361,1972,5109
rand_0.1_794_net.csv,626,1359,1948,5122
rand_0.1_795_net.csv,621,1361,1956,5117
rand_0.1_796_net.csv,618,1361,1962,5114
rand_0.1_797_net.csv,616,1395,1932,5112
rand_0.1_798_net.csv,591,1430,1947,5087
rand_0.1_799_net.csv,607,1417,1928,5103
rand_0.1_8_net.csv,668,1358,1865,5163
rand_0.1_80_net.csv,612,1401,1934,5109
rand_0.1_800_net.csv,615,1397,1932,5111
rand_0.1_801_net.csv,620,1382,1937,5116
rand_0.1_802_net.csv,623,1413,1900,5119
rand_0.1_803_net.csv,622,1412,1903,5118
rand_0.1_804_net.csv,626,1396,1911,5122
rand_0.1_805_net.csv,625,1401,1908,5121
rand_0.1_806_net.csv,637,1387,1898,5133
rand_0.1_807_net.csv,618,1422,1901,5114
rand_0.1_808_net.csv,623,1424,1889,5119
rand_0.1_809_net.csv,619,1416,1905,5115
rand_0.1_81_net.csv,608,1397,1946,5105
rand_0.1_810_net.csv,607,1438,1907,5103
rand_0.1_811_net.csv,614,1436,1895,5110
rand_0.1_812_net.csv,613,1442,1891,5109
rand_0.1_813_net.csv,614,1458,1873,5110
rand_0.1_814_net.csv,617,1444,1881,5113
rand_0.1_815_net.csv,620,1436,1883,5116
rand_0.1_816_net.csv,611,1436,1901,5107
rand_0.1_817_net.csv,620,1437,1882,5116
rand_0.1_818_net.csv,634,1418,1873,5130
rand_0.1_819_net.csv,611,1438,1899,5107
rand_0.1_82_net.csv,612,1387,1948,5109
rand_0.1_820_net.csv,605,1441,1908,5101
rand_0.1_821_net.csv,600,1441,1918,5096
rand_0.1_822_net.csv,608,1416,1927,5104
rand_0.1_823_net.csv,596,1429,1938,5092
rand_0.1_824_net.csv,603,1424,1929,5099
rand_0.1_825_net.csv,597,1427,1938,5093
rand_0.1_826_net.csv,601,1431,1926,5097
rand_0.1_827_net.csv,603,1434,1919,5099
rand_0.1_828_net.csv,599,1410,1951,5095
rand_0.1_829_net.csv,616,1413,1914,5112
rand_0.1_83_net.csv,602,1388,1967,5099
rand_0.1_830_net.csv,625,1394,1915,5121
rand_0.1_831_net.csv,619,1409,1912,5115
rand_0.1_832_net.csv,610,1421,1918,5106
rand_0.1_833_net.csv,619,1396,1925,5115
rand_0.1_834_net.csv,616,1399,1928,5112
rand_0.1_835_net.csv,611,1417,1920,5107
rand_0.1_836_net.csv,612,1422,1913,5108
rand_0.1_837_net.csv,606,1435,1912,5102
rand_0.1_838_net.csv,593,1452,1921,5089
rand_0.1_839_net.csv,607,1444,1901,5103
rand_0.1_84_net.csv,615,1395,1934,5112
rand_0.1_840_net.csv,612,1424,1911,5108
rand_0.1_841_net.csv,606,1408,1939,5102
rand_0.1_842_net.csv,599,1408,1953,5095
rand_0.1_843_net.csv,600,1404,1955,5096
rand_0.1_844_net.csv,605,1403,1946,5101
rand_0.1_845_net.csv,595,1413,1956,5091
rand_0.1_846_net.csv,600,1407,1952,5096
rand_0.1_847_net.csv,581,1437,1960,5077
rand_0.1_848_net.csv,593,1430,1943,5089
rand_0.1_849_net.csv,602,1417,1938,5098
rand_0.1_85_net.csv,612,1410,1925,5109
rand_0.1_850_net.csv,618,1405,1918,5114
rand_0.1_851_net.csv,606,1428,1919,5102
rand_0.1_852_net.csv,621,1405,1912,5117
rand_0.1_853_net.csv,612,1414,1921,5108
rand_0.1_854_net.csv,603,1398,1955,5099
rand_0.1_855_net.csv,612,1412,1923,5108
rand_0.1_856_net.csv,602,1434,1921,5098
rand_0.1_857_net.csv,604,1426,1925,5100
rand_0.1_858_net.csv,598,1426,1937,5094
rand_0.1_859_net.csv,612,1412,1923,5108
rand_0.1_86_net.csv,606,1396,1951,5103
rand_0.1_860_net.csv,614,1416,1915,5110
rand_0.1_861_net.csv,607,1432,1913,5103
rand_0.1_862_net.csv,588,1455,1928,5084
rand_0.1_863_net.csv,575,1467,1942,5071
rand_0.1_864_net.csv,584,1436,1955,5080
rand_0.1_865_net.csv,592,1430,1945,5088
rand_0.1_866_net.csv,595,1426,1943,5091
rand_0.1_867_net.csv,601,1428,1929,5097
rand_0.1_868_net.csv,609,1428,1913,5105
rand_0.1_869_net.csv,606,1403,1944,5102
rand_0.1_87_net.csv,592,1440,1935,5089
rand_0.1_870_net.csv,609,1401,1940,5105
rand_0.1_871_net.csv,614,1411,1920,5110
rand_0.1_872_net.csv,602,1410,1945,5098
rand_0.1_873_net.csv,590,1445,1934,5086
rand_0.1_874_net.csv,590,1450,1929,5086
rand_0.1_875_net.csv,594,1447,1924,5090
rand_0.1_876_net.csv,583,1456,1937,5079
rand_0.1_877_net.csv,589,1452,1929,5085
rand_0.1_878_net.csv,602,1441,1914,5098
rand_0.1_879_net.csv,606,1426,1921,5102
rand_0.1_88_net.csv,592,1438,1937,5089
rand_0.1_880_net.csv,608,1441,1902,5104
rand_0.1_881_net.csv,625,1430,1879,5121
rand_0.1_882_net.csv,612,1423,1912,5108
rand_0.1_883_net.csv,621,1403,1914,5117
rand_0.1_884_net.csv,611,1419,1918,5107
rand_0.1_885_net.csv,603,1431,1922,5099
rand_0.1_886_net.csv,601,1439,1918,5097
rand_0.1_887_net.csv,607,1439,1906,5103
rand_0.1_888_net.csv,613,1450,1883,5109
rand_0.1_889_net.csv,607,1441,1904,5103
rand_0.1_89_net.csv,589,1444,1937,5086
rand_0.1_890_net.csv,624,1433,1878,5120
rand_0.1_891_net.csv,617,1440,1885,5113
rand_0.1_892_net.csv,611,1449,1888,5107
rand_0.1_893_net.csv,606,1443,1904,5102
rand_0.1_894_net.csv,612,1428,1907,5108
rand_0.1_895_net.csv,606,1426,1921,5102
rand_0.1_896_net.csv,586,1439,1948,5082
rand_0.1_897_net.csv,588,1441,1942,5084
rand_0.1_898_net.csv,571,1452,1965,5067
rand_0.1_899_net.csv,583,1438,1955,5079
rand_0.1_9_net.csv,657,1360,1885,5152
rand_0.1_90_net.csv,604,1442,1909,5101
rand_0.1_900_net.csv,598,1421,1942,5094
rand_0.1_901_net.csv,595,1405,1964,5091
rand_0.1_902_net.csv,605,1406,1943,5101
rand_0.1_903_net.csv,606,1422,1925,5102
rand_0.1_904_net.csv,607,1403,1942,5103
rand_0.1_905_net.csv,604,1416,1935,5100
rand_0.1_906_net.csv,606,1409,1938,5102
rand_0.1_907_net.csv,602,1426,1929,5098
rand_0.1_908_net.csv,594,1416,1955,5090
rand_0.1_909_net.csv,596,1421,1946,5092
rand_0.1_91_net.csv,612,1428,1907,5109
rand_0.1_910_net.csv,604,1436,1915,5100
rand_0.1_911_net.csv,607,1410,1935,5103
rand_0.1_912_net.csv,610,1418,1921,5106
rand_0.1_913_net.csv,611,1421,1916,5107
rand_0.1_914_net.csv,594,1456,1915,5090
rand_0.1_915_net.csv,603,1425,1928,5099
rand_0.1_916_net.csv,599,1436,1925,5095
rand_0.1_917_net.csv,591,1450,1927,5087
rand_0.1_918_net.csv,604,1433,1918,5100
rand_0.1_919_net.csv,611,1421,1916,5107
rand_0.1_92_net.csv,614,1410,1921,5111
rand_0.1_920_net.csv,607,1428,1917,5103
rand_0.1_921_net.csv,612,1404,1931,5108
rand_0.1_922_net.csv,614,1422,1909,5110
rand_0.1_923_net.csv,614,1415,1916,5110
rand_0.1_924_net.csv,613,1419,1914,5109
rand_0.1_925_net.csv,601,1443,1914,5097
rand_0.1_926_net.csv,602,1425,1930,5098
rand_0.1_927_net.csv,594,1444,1927,5090
rand_0.1_928_net.csv,595,1434,1935,5091
rand_0.1_929_net.csv,592,1455,1920,5088
rand_0.1_93_net.csv,621,1402,1915,5118
rand_0.1_930_net.csv,599,1452,1909,5095
rand_0.1_931_net.csv,601,1417,1940,5097
rand_0.1_932_net.csv,602,1431,1924,5098
rand_0.1_933_net.csv,603,1417,1936,5099
rand_0.1_934_net.csv,626,1405,1902,5122
rand_0.1_935_net.csv,616,1436,1891,5112
rand_0.1_936_net.csv,623,1430,1883,5119
rand_0.1_937_net.csv,637,1416,1869,5133
rand_0.1_938_net.csv,634,1414,1877,5130
rand_0.1_939_net.csv,631,1412,1885,5127
rand_0.1_94_net.csv,619,1410,1911,5116
rand_0.1_940_net.csv,629,1412,1889,5125
rand_0.1_941_net.csv,634,1412,1879,5130
rand_0.1_942_net.csv,624,1428,1883,5120
rand_0.1_943_net.csv,634,1396,1895,5130
rand_0.1_944_net.csv,612,1408,1927,5108
rand_0.1_945_net.csv,625,1390,1919,5121
rand_0.1_946_net.csv,619,1400,1921,5115
rand_0.1_947_net.csv,639,1412,1869,5135
rand_0.1_948_net.csv,648,1387,1876,5144
rand_0.1_949_net.csv,645,1387,1882,5141
rand_0.1_95_net.csv,620,1408,1911,5117
rand_0.1_950_net.csv,627,1391,1914,5123
rand_0.1_951_net.csv,607,1416,1929,5103
rand_0.1_952_net.csv,610,1393,1946,5106
rand_0.1_953_net.csv,605,1403,1946,5101
rand_0.1_954_net.csv,606,1416,1931,5102
rand_0.1_955_net.csv,637,1375,1910,5133
rand_0.1_956_net.csv,616,1371,1956,5112
rand_0.1_957_net.csv,604,1375,1976,5100
rand_0.1_958_net.csv,599,1396,1965,5095
rand_0.1_959_net.csv,598,1408,1955,5094
rand_0.1_96_net.csv,634,1393,1898,5131
rand_0.1_960_net.csv,590,1415,1964,5086
rand_0.1_961_net.csv,600,1425,1934,5096
rand_0.1_962_net.csv,611,1412,1925,5107
rand_0.1_963_net.csv,620,1399,1920,5116
rand_0.1_964_net.csv,614,1396,1935,5110
rand_0.1_965_net.csv,604,1426,1925,5100
rand_0.1_966_net.csv,614,1407,1924,5110
rand_0.1_967_net.csv,604,1422,1929,5100
rand_0.1_968_net.csv,604,1414,1937,5100
rand_0.1_969_net.csv,604,1418,1933,5100
rand_0.1_97_net.csv,628,1387,1916,5125
rand_0.1_970_net.csv,605,1415,1934,5101
rand_0.1_971_net.csv,599,1437,1924,5095
rand_0.1_972_net.csv,609,1420,1921,5105
rand_0.1_973_net.csv,601,1403,1954,5097
rand_0.1_974_net.csv,597,1410,1955,5093
rand_0.1_975_net.csv,603,1408,1945,5099
rand_0.1_976_net.csv,587,1418,1967,5083
rand_0.1_977_net.csv,592,1401,1974,5088
rand_0.1_978_net.csv,592,1419,1956,5088
rand_0.1_979_net.csv,593,1427,1946,5089
rand_0.1_98_net.csv,625,1383,1926,5122
rand_0.1_980_net.csv,591,1421,1956,5087
rand_0.1_981_net.csv,583,1435,1958,5079
rand_0.1_982_net.csv,613,1405,1928,5109
rand_0.1_983_net.csv,607,1407,1938,5103
rand_0.1_984_net.csv,599,1416,1945,5095
rand_0.1_985_net.csv,609,1404,1937,5105
rand_0.1_986_net.csv,594,1416,1955,5090
rand_0.1_987_net.csv,600,1428,1931,5096
rand_0.1_988_net.csv,600,1435,1924,5096
rand_0.1_989_net.csv,588,1431,1952,5084
rand_0.1_99_net.csv,628,1385,1918,5125
rand_0.1_990_net.csv,600,1422,1937,5096
rand_0.1_991_net.csv,629,1392,1909,5125
rand_0.1_992_net.csv,611,1423,1914,5107
rand_0.1_993_net.csv,618,1426,1897,5114
rand_0.1_994_net.csv,614,1426,1905,5110
rand_0.1_995_net.csv,622,1417,1898,5118
rand_0.1_996_net.csv,614,1426,1905,5110
rand_0.1_997_net.csv,609,1434,1907,5105
rand_0.1_998_net.csv,606,1441,1906,5102
rand_0.1_999_net.csv,600,1439,1920,5096
